LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
-6.13,12.963,512.75,1569,3319,1108
-2.508,16.8,445.76,642,4301,963
-0.374,28.93,325.8,96,7406,704
-24.239,1.074,256.45,6205,275,554
-16.799,19.222,236.06,4301,4921,510
-9.089,20.512,198.54,2327,5251,429
-23.118,8.507,174.55,5918,2178,377
-18.235,1.642,166.4,4668,420,360
-22.968,15.759,152.9,5880,4034,331
-18.171,11.414,140.15,4652,2922,303
-24.325,26.602,131.52,6227,6810,284
-10.654,2.766,124.16,2727,708,269
-21.513,2.946,114.73,5507,754,248
-12.932,0.464,110.65,3311,119,239
-18.488,27.302,108.5,4733,6989,235
-10.776,23.136,108.35,2759,5923,234
-23.321,28.064,98.09,5970,7184,212
-3.111,23.709,96.63,796,6070,209
-7.79,25.256,96.35,1994,6466,209
-19.973,25.423,92.53,5113,6508,200
-2.11,11.04,89.68,540,2826,194
-13.764,28.188,88.99,3524,7216,193
-27.847,26.034,85.07,7129,6665,184
-24.963,21.708,84.21,6391,5557,182
-22.982,26.017,83.78,5883,6660,181
-9.387,1.197,83.14,2403,306,180
-27.577,22.919,80.13,7060,5867,174
-7.396,22.766,79.87,1893,5828,173
-27.817,8.385,79.85,7121,2147,173
-22.563,17.992,78.09,5776,4606,169
-27.528,7.778,77.95,7047,1991,169
-19.159,17.193,74.23,4905,4401,161
-19.904,8.884,73.97,5095,2274,160
-27.159,24.331,73.32,6953,6229,159
-17.634,8.848,71.05,4514,2265,154
-26.684,13.546,70.88,6831,3468,154
-10.91,13.401,69.63,2793,3431,151
-24.545,17.576,69.52,6284,4499,151
-12.949,22.279,69.4,3315,5703,150
-15.897,7.003,68.03,4070,1793,147
-2.618,21.817,67.97,670,5585,147
-29.456,1.35,67.48,7541,346,146
-13.028,3.625,65.9,3335,928,143
-29.126,16.579,65.83,7456,4244,143
-11.095,14.437,65.8,2840,3696,143
-1.28,22.025,65.58,328,5638,142
-9.242,21.091,64.79,2366,5399,140
-1.013,22.182,64.65,259,5679,140
-4.675,27.725,64.59,1197,7098,140
-15.289,9.813,64.22,3914,2512,139
-3.912,15.307,63.95,1001,3919,139
-4.127,11.059,63.78,1057,2831,138
-13.494,8.597,63.48,3454,2201,138
-17.962,16.164,62.81,4598,4138,136
-13.618,29.224,61.78,3486,7481,134
-1.847,4.573,60.86,473,1171,132
-21.618,1.917,60.78,5534,491,132
-11.82,3.635,60.53,3026,931,131
-24.699,28.294,60.08,6323,7243,130
-26.997,8.133,59.7,6911,2082,129
-18.774,21.482,59.54,4806,5499,129
-0.024,28.746,59.05,6,7359,128
-16.282,24.8,58.92,4168,6349,128
-13.342,28.299,58.72,3416,7245,127
