LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
0.0,-57.063,2.59,0,752,6
-0.128,-45.841,115.99,33,3625,251
-19.002,-47.091,98.07,4865,3305,212
-16.312,-50.16,88.51,4176,2519,192
-25.432,-59.57,86.77,6511,110,188
-2.945,-52.16,78.85,754,2007,171
-28.447,-50.979,77.23,7282,2309,167
-9.587,-51.368,76.97,2454,2210,167
-8.263,-56.771,75.61,2115,827,164
-28.735,-50.462,68.24,7356,2442,148
-6.206,-50.604,65.04,1589,2405,141
-24.867,-51.508,61.8,6366,2174,134
-1.025,-45.988,60.68,262,3587,132
-5.151,-59.083,56.4,1319,235,122
-23.414,-51.775,54.79,5994,2106,119
-8.239,-58.808,52.99,2109,305,115
-5.354,-46.24,52.46,1371,3523,114
-3.42,-58.659,52.28,876,343,113
-23.726,-45.504,52.14,6074,3711,113
-26.986,-49.229,51.58,6908,2757,112
-7.68,-56.518,46.44,1966,891,101
-16.93,-54.017,45.54,4334,1532,99
-3.027,-46.89,45.36,775,3356,98
-3.258,-59.42,44.71,834,148,97
-26.103,-49.337,43.88,6682,2730,95
-2.062,-47.567,43.57,528,3183,95
-19.404,-51.891,43.53,4967,2076,94
-8.739,-55.211,43.3,2237,1226,94
-7.582,-54.298,42.95,1941,1460,93
-10.488,-55.511,42.42,2685,1149,92
-7.907,-54.226,40.3,2024,1478,88
-15.928,-53.152,39.59,4078,1753,86
-4.621,-45.317,39.53,1183,3759,86
-16.585,-52.111,39.34,4246,2020,85
-10.021,-53.651,39.22,2565,1625,85
-2.466,-46.242,38.0,631,3522,83
-6.186,-51.892,37.31,1584,2076,81
-6.21,-56.831,37.3,1590,811,81
-4.668,-50.504,37.29,1195,2431,81
-8.116,-57.891,35.7,2078,540,78
-20.205,-45.891,35.65,5172,3612,77
-22.594,-56.536,35.41,5784,887,77
-10.08,-51.454,35.01,2580,2188,76
-4.969,-57.931,34.6,1272,530,75
-6.131,-47.787,33.98,1570,3127,74
-0.753,-52.582,33.97,193,1899,74
-6.483,-53.636,32.96,1660,1629,72
-23.981,-49.683,32.92,6139,2641,72
-25.341,-57.7,32.6,6487,589,71
-8.845,-56.195,31.63,2264,974,69
-26.008,-56.14,31.54,6658,988,69
-25.438,-50.007,30.99,6512,2558,67
-1.709,-49.199,30.89,438,2765,67
-3.368,-48.369,30.69,862,2978,67
-13.145,-47.624,29.75,3365,3168,65
-23.328,-57.763,29.54,5972,573,64
-23.085,-50.995,29.36,5910,2305,64
-9.659,-53.455,29.19,2473,1676,64
-18.439,-45.828,29.18,4720,3628,64
-1.585,-58.336,28.65,406,426,62
-9.621,-54.973,28.55,2463,1287,62
-0.613,-50.611,28.4,157,2404,62
-20.521,-53.613,28.34,5253,1635,62
-25.062,-46.139,27.37,6416,3548,60
-28.615,-46.214,27.33,7325,3529,60
-3.974,-52.828,27.3,1017,1836,59
-25.642,-55.913,26.61,6564,1046,58
-25.833,-57.326,26.2,6613,685,57
-5.267,-55.293,25.68,1348,1205,56
-18.61,-48.779,25.49,4764,2873,56
-20.435,-48.223,25.46,5231,3015,55
-0.05,-52.552,25.06,13,1907,55
-5.206,-56.305,25.04,1333,946,55
-22.51,-48.566,24.93,5763,2927,54
-22.206,-47.762,24.83,5685,3133,54
-2.224,-48.076,23.65,569,3053,52
-18.12,-59.768,23.2,4639,59,51
-13.653,-50.364,22.82,3495,2467,50
-3.816,-45.041,22.79,977,3830,50
-9.607,-56.846,22.69,2459,807,49
-4.543,-54.105,22.67,1163,1509,49
-21.146,-50.883,22.67,5413,2334,49
-23.686,-45.646,22.44,6064,3675,49
-10.252,-54.965,22.36,2625,1289,49
-5.625,-51.715,22.1,1440,2121,48
-6.336,-45.065,21.93,1622,3823,48
-21.811,-48.934,21.89,5584,2833,48
-3.108,-47.861,21.65,796,3108,47
-16.304,-52.377,21.16,4174,1951,46
-4.293,-51.766,21.15,1099,2108,46
-20.709,-48.144,20.81,5302,3035,45
-3.184,-57.845,20.66,815,552,45
-19.614,-59.116,20.36,5021,226,44
-19.726,-46.212,20.24,5050,3530,44
-20.617,-50.73,19.92,5278,2373,44
-24.142,-57.896,19.76,6180,539,43
-4.472,-59.88,19.73,1145,31,43
-16.846,-59.146,19.71,4313,219,43
-6.743,-46.498,19.62,1726,3457,43
-11.807,-52.173,19.55,3023,2004,43
-22.614,-49.613,19.53,5789,2659,43
-2.007,-45.911,19.51,514,3607,43
-9.122,-47.73,19.03,2335,3141,42
-11.753,-47.93,18.98,3009,3090,41
-11.354,-56.018,18.93,2907,1019,41
-18.784,-51.65,18.61,4809,2138,41
-1.395,-58.982,18.57,357,261,41
-2.647,-47.048,18.54,678,3316,41
-20.49,-59.669,18.49,5245,85,40
-3.229,-47.511,18.42,827,3197,40
-2.301,-59.082,18.41,589,235,40
-29.384,-52.655,18.22,7522,1880,40
-28.37,-55.101,18.2,7263,1254,40
-3.528,-51.402,18.19,903,2201,40
-16.802,-55.179,18.01,4301,1234,39
-0.567,-56.786,17.96,145,823,39
-26.232,-54.793,17.89,6715,1333,39
-21.449,-47.388,17.47,5491,3229,38
-11.978,-54.808,17.36,3066,1329,38
-10.698,-55.191,17.32,2739,1231,38
-7.205,-57.828,17.15,1844,556,38
-15.941,-54.375,16.99,4081,1440,37
-4.359,-59.017,16.8,1116,252,37
-19.03,-55.627,16.75,4872,1119,37
-29.757,-47.307,16.63,7618,3249,36
-19.828,-56.746,16.63,5076,833,36
-11.83,-55.536,16.31,3028,1143,36
-3.889,-55.394,16.26,996,1179,36
-21.4,-51.954,16.18,5478,2060,35
-7.343,-49.921,16.01,1880,2580,35
-22.048,-49.783,15.84,5644,2616,35
-3.408,-53.402,15.8,872,1689,35
-29.03,-52.585,15.74,7432,1898,34
-29.516,-46.308,15.62,7556,3505,34
-18.942,-47.06,15.55,4849,3313,34
-27.89,-45.693,15.45,7140,3663,34
-24.835,-53.822,15.39,6358,1582,34
-28.275,-59.6,15.36,7238,102,34
-6.253,-58.267,15.3,1601,444,34
-18.778,-59.824,15.29,4807,45,34
-19.671,-59.382,15.26,5036,158,33
-25.53,-50.559,15.21,6536,2417,33
-25.499,-45.194,15.13,6528,3790,33
-18.238,-59.328,14.99,4669,172,33
-29.479,-50.114,14.85,7547,2531,33
-24.206,-58.101,14.75,6197,486,32
-4.643,-49.731,14.7,1189,2629,32
-7.918,-59.74,14.53,2027,67,32
-1.864,-45.902,14.46,477,3609,32
-18.492,-49.077,14.41,4734,2796,32
-0.252,-50.541,14.4,65,2422,32
-0.932,-54.327,14.39,239,1452,32
-11.179,-53.276,14.32,2862,1721,31
-24.484,-49.929,14.21,6268,2578,31
-6.663,-46.044,14.14,1706,3573,31
-2.294,-48.232,14.09,587,3013,31
-22.008,-50.521,14.08,5634,2427,31
-16.461,-51.396,14.07,4214,2203,31
-16.586,-52.984,14.02,4246,1796,31
-8.521,-57.309,13.99,2181,689,31
-11.368,-57.364,13.95,2910,675,31
-24.514,-56.459,13.78,6276,906,30
-6.975,-52.063,13.69,1786,2032,30
-28.205,-52.284,13.59,7220,1975,30
-2.89,-52.879,13.56,740,1823,30
-26.444,-45.888,13.51,6770,3613,30
-5.527,-57.619,13.39,1415,610,29
-28.258,-59.494,13.32,7234,130,29
-20.696,-56.18,13.29,5298,978,29
-6.197,-55.823,13.18,1586,1069,29
-22.028,-57.364,13.15,5639,675,29
-0.433,-45.018,12.89,111,3835,28
-25.036,-53.843,12.83,6409,1576,28
-8.595,-56.598,12.82,2200,871,28
-5.473,-52.505,12.77,1401,1919,28
-26.131,-49.768,12.75,6690,2619,28
