LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
-9.106,38.058,185.32,2331,2063,401
-23.65,30.35,171.07,6054,90,370
-17.428,33.543,159.72,4462,907,345
-13.605,42.962,104.08,3483,3318,225
-25.965,30.175,100.51,6647,45,218
-24.528,32.971,97.48,6279,761,211
-24.241,34.541,91.09,6206,1162,197
-9.187,31.85,88.66,2352,474,192
-5.953,39.273,86.26,1524,2374,187
-18.755,31.77,85.35,4801,453,185
-21.966,36.959,82.26,5623,1782,178
-24.808,35.731,77.34,6351,1467,168
-9.16,32.45,77.27,2345,627,167
-28.252,40.257,76.89,7233,2626,167
-19.145,36.024,75.61,4901,1542,164
-10.415,31.847,75.16,2666,473,163
-9.182,42.572,74.82,2351,3218,162
-3.354,31.793,71.41,859,459,155
-10.037,39.691,70.62,2569,2481,153
-24.654,41.248,70.02,6311,2879,152
-13.601,36.335,69.63,3482,1622,151
-24.587,37.017,69.24,6294,1796,150
-11.493,41.176,62.71,2942,2861,136
-20.952,33.002,60.6,5364,769,131
-3.219,30.148,60.0,824,38,130
-7.372,37.846,59.19,1887,2009,128
-20.497,44.532,58.91,5247,3720,128
-27.38,39.584,58.2,7009,2454,126
-15.026,39.93,55.64,3847,2542,121
-19.295,32.252,54.15,4940,577,117
-14.622,40.91,53.64,3743,2793,116
-20.256,42.587,53.59,5186,3222,116
-26.902,41.4,53.49,6887,2918,116
-3.924,43.772,53.31,1005,3526,116
-16.537,38.415,53.27,4233,2154,116
-17.709,40.379,53.12,4534,2657,115
-10.586,33.429,52.92,2710,878,115
-16.704,30.529,52.91,4276,135,115
-2.098,32.611,52.76,537,668,114
-24.092,41.933,51.28,6168,3055,111
-18.575,32.54,50.37,4755,650,109
-20.61,33.501,49.56,5276,896,108
-6.79,36.414,49.46,1738,1642,107
-17.007,39.602,49.44,4354,2458,107
-9.528,43.751,49.02,2439,3520,106
-21.36,41.084,48.27,5468,2838,105
-12.95,40.414,48.26,3315,2666,105
-8.027,32.746,47.98,2055,703,104
-18.996,40.02,47.85,4863,2565,104
-16.858,34.292,47.85,4316,1099,104
-26.262,33.204,47.43,6723,820,103
-26.702,40.693,46.92,6836,2737,102
-2.867,31.284,46.73,734,329,101
-8.747,31.088,45.94,2239,279,100
-13.298,31.251,45.32,3404,320,98
-23.35,30.94,44.7,5978,241,97
-1.716,38.841,44.61,439,2263,97
-21.201,31.587,44.12,5427,406,96
-24.435,38.371,44.02,6255,2143,96
-27.688,33.321,42.71,7088,850,93
-1.365,32.087,42.59,349,534,92
-5.835,30.409,42.34,1494,105,92
-22.538,36.069,42.21,5770,1554,92
-16.753,40.491,42.12,4289,2686,91
-23.248,30.18,42.01,5951,46,91
-10.538,39.007,41.85,2698,2306,91
-0.075,35.971,41.66,19,1529,90
-8.192,33.342,41.65,2097,856,90
-6.543,34.334,41.52,1675,1110,90
-21.508,44.762,41.46,5506,3779,90
-20.326,43.877,41.31,5203,3553,90
-1.943,39.206,40.9,497,2357,89
-21.509,36.064,40.78,5506,1552,89
-6.335,40.632,40.58,1622,2722,88
-3.206,43.103,40.05,821,3354,87
-1.044,40.439,39.54,267,2672,86
-25.781,34.422,39.43,6600,1132,86
-23.935,36.978,39.42,6127,1786,86
-13.153,41.834,39.41,3367,3030,86
-15.505,37.641,39.26,3969,1956,85
-14.458,40.523,38.85,3701,2694,84
-10.661,35.914,38.28,2729,1514,83
-26.39,39.38,38.13,6756,2401,83
-7.829,30.452,37.98,2004,116,83
-4.249,32.919,37.96,1088,747,82
-1.276,39.371,37.89,327,2399,82
-21.057,38.89,37.7,5391,2276,82
-20.939,38.433,37.54,5360,2159,82
-29.269,44.724,37.47,7493,3769,81
-6.379,41.984,37.37,1633,3068,81
-21.791,38.119,36.97,5578,2078,80
-5.865,42.804,36.62,1501,3278,80
-15.997,33.904,36.43,4095,999,79
-17.889,31.216,35.7,4580,311,78
-26.649,33.263,35.67,6822,835,78
-16.74,44.742,35.52,4285,3774,77
-6.982,31.824,34.82,1787,467,76
-29.595,32.365,33.89,7576,605,74
-0.462,36.742,33.79,118,1726,73
-25.702,35.653,33.65,6580,1447,73
-15.507,40.249,33.45,3970,2624,73
-10.42,33.27,33.44,2668,837,73
-19.311,30.007,33.4,4944,2,73
-13.353,41.409,33.35,3418,2921,73
-1.592,34.045,33.32,408,1036,72
-29.038,37.792,33.24,7434,1995,72
-25.968,33.421,33.13,6648,876,72
-5.531,40.69,33.11,1416,2737,72
-12.172,30.343,32.7,3116,88,71
-0.558,32.386,32.48,143,611,71
-4.69,32.76,32.33,1201,707,70
-13.101,32.824,31.84,3354,723,69
-29.951,30.381,31.73,7667,98,69
-17.724,31.784,31.61,4537,457,69
-8.93,42.063,31.56,2286,3088,69
-22.234,37.051,31.56,5692,1805,69
-4.809,30.087,31.44,1231,22,68
-1.736,36.541,31.19,444,1674,68
-27.09,39.571,30.89,6935,2450,67
-8.827,37.802,30.7,2260,1997,67
-9.017,41.534,30.64,2308,2953,67
-7.145,42.987,30.62,1829,3325,67
-0.367,38.088,30.59,94,2071,67
-0.489,35.687,30.53,125,1456,66
-4.238,36.138,30.41,1085,1571,66
-22.98,31.496,30.34,5883,383,66
-2.706,33.538,30.31,693,906,66
-27.183,33.171,30.24,6959,812,66
-19.572,35.132,30.17,5010,1314,66
-0.704,35.577,30.03,180,1428,65
-26.11,34.839,29.78,6684,1239,65
-4.29,31.995,29.68,1098,511,65
-29.433,36.331,29.64,7535,1621,65
-26.995,35.857,29.34,6911,1499,64
-25.265,32.141,29.29,6468,548,64
-6.986,35.183,29.19,1788,1327,64
-27.039,43.758,29.15,6922,3522,63
-26.49,36.663,29.07,6781,1706,63
-5.973,39.674,29.04,1529,2477,63
-18.802,32.053,28.83,4813,526,63
-19.144,41.669,28.7,4901,2987,62
-5.381,32.422,28.66,1378,620,62
-3.705,33.211,28.31,948,822,62
-2.853,31.582,28.19,730,405,61
-19.026,36.889,28.12,4871,1764,61
-16.311,32.926,27.85,4176,749,61
-4.87,35.599,27.63,1247,1433,60
-5.812,36.263,27.59,1488,1603,60
-8.232,38.652,27.51,2107,2215,60
-1.492,40.834,27.49,382,2774,60
-11.412,43.605,27.43,2921,3483,60
-24.678,35.967,27.36,6318,1528,60
-16.468,33.838,27.31,4216,983,59
-26.705,44.502,27.17,6836,3713,59
-1.16,40.98,27.02,297,2811,59
-16.631,38.756,27.0,4258,2242,59
-23.355,35.395,26.96,5979,1381,59
-27.744,40.25,26.86,7102,2624,59
-28.88,42.835,26.79,7393,3286,58
-22.371,40.367,26.79,5727,2654,58
-18.311,37.478,26.78,4688,1914,58
-10.988,34.691,26.57,2813,1201,58
-13.5,42.338,26.52,3456,3159,58
-23.11,33.584,26.49,5916,918,58
-20.551,41.922,26.46,5261,3052,58
-11.208,30.499,26.39,2869,128,57
-24.306,33.664,26.2,6222,938,57
-24.739,42.018,26.12,6333,3077,57
-7.727,43.625,26.1,1978,3488,57
-23.986,38.26,26.06,6140,2115,57
-20.248,43.249,26.06,5183,3392,57
-15.421,41.148,26.04,3948,2854,57
-25.927,34.031,26.02,6637,1032,57
-23.263,39.978,26.0,5955,2554,57
