LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
0.0,117.057,5.33,0,6927,12
-22.984,90.0,2.45,5884,0,6
-27.486,96.122,179.06,7036,1567,387
-29.736,100.905,105.33,7612,2792,228
-4.226,109.224,103.62,1082,4921,224
-23.921,90.948,91.4,6124,243,198
-7.274,119.187,88.36,1862,7472,191
-28.913,110.591,87.53,7402,5271,190
-1.134,94.859,86.8,290,1244,188
-9.304,112.026,83.23,2382,5639,180
-14.552,98.035,82.41,3725,2057,178
-2.988,115.76,80.27,765,6595,174
-4.965,93.626,70.07,1271,928,152
-1.554,101.786,67.79,398,3017,147
-8.713,93.778,67.61,2231,967,146
-0.422,115.212,65.55,108,6454,142
-2.858,90.778,64.51,732,199,140
-0.617,100.011,63.32,158,2563,137
-5.071,113.068,62.55,1298,5905,136
-6.567,113.39,61.79,1681,5988,134
-15.835,110.509,61.77,4054,5250,134
-10.792,91.262,61.06,2763,323,132
-15.275,119.181,58.94,3910,7470,128
-20.504,99.993,58.81,5249,2558,127
-13.735,113.468,58.54,3516,6008,127
-16.258,104.034,58.25,4162,3593,126
-3.499,97.996,57.97,896,2047,126
-5.558,105.445,57.95,1423,3954,126
-9.476,98.23,57.92,2426,2107,126
-4.838,108.416,57.73,1239,4714,125
-15.619,97.603,56.35,3998,1946,122
-15.55,119.212,56.02,3981,7478,121
-17.326,113.865,56.0,4435,6109,121
-17.595,118.099,55.97,4504,7193,121
-6.656,93.868,55.78,1704,990,121
-2.69,110.91,54.82,689,5353,119
-8.484,102.061,54.73,2172,3088,119
-28.495,93.773,54.66,7295,966,119
-10.0,119.065,54.66,2560,7441,119
-7.987,90.837,54.12,2045,214,117
-7.062,96.251,53.73,1808,1600,117
-6.559,90.355,53.61,1679,91,116
-27.622,107.426,53.28,7071,4461,116
-24.958,112.876,51.09,6389,5856,111
-14.795,100.229,49.75,3788,2619,108
-21.695,91.595,49.63,5554,408,108
-8.036,109.351,49.14,2057,4954,107
-5.958,108.043,49.11,1525,4619,107
-27.776,102.492,48.99,7111,3198,106
-1.924,108.505,48.93,493,4737,106
-27.359,94.824,47.66,7004,1235,103
-23.777,119.559,47.12,6087,7567,102
-16.658,92.374,47.0,4264,608,102
-13.297,103.999,46.97,3404,3584,102
-0.878,97.748,46.93,225,1983,102
-28.976,91.441,45.33,7418,369,98
-4.977,109.857,44.96,1274,5083,98
-17.444,95.543,44.65,4466,1419,97
-16.361,93.004,43.75,4188,769,95
-21.593,96.888,43.72,5528,1763,95
-1.988,102.592,43.7,509,3224,95
-13.586,119.636,43.54,3478,7587,95
-20.69,91.042,43.41,5297,267,94
-15.18,118.366,42.76,3886,7262,93
-27.899,97.818,42.72,7142,2001,93
-26.059,99.345,41.55,6671,2392,90
-1.03,117.869,41.43,264,7134,90
-0.04,102.673,41.33,10,3244,90
-0.563,98.125,41.18,144,2080,89
-17.164,90.164,41.09,4394,42,89
-3.066,91.395,40.86,785,357,89
-13.803,106.498,40.82,3534,4223,89
-9.045,114.24,40.47,2316,6205,88
-15.242,99.077,40.05,3902,2324,87
-24.626,95.999,39.97,6304,1536,87
-22.119,118.859,39.91,5662,7388,87
-15.296,114.457,39.54,3916,6261,86
-26.663,94.716,39.5,6826,1207,86
-13.139,100.128,38.74,3364,2593,84
-4.455,113.632,38.58,1140,6050,84
-8.603,111.83,38.5,2202,5588,84
-13.937,92.018,38.38,3568,517,83
-2.624,99.176,38.37,672,2349,83
-5.635,119.411,38.36,1443,7529,83
-4.523,107.707,38.35,1158,4533,83
-15.752,96.872,38.32,4033,1759,83
-2.395,101.19,37.95,613,2865,82
-8.2,108.711,37.77,2099,4790,82
-6.32,94.141,37.51,1618,1060,81
-4.429,111.075,37.43,1134,5395,81
-27.602,106.134,37.14,7066,4130,81
-13.182,98.608,37.03,3375,2204,80
-5.472,112.798,36.93,1401,5836,80
-5.328,107.2,36.67,1364,4403,80
-24.873,117.15,36.34,6367,6950,79
-13.682,95.368,36.18,3503,1374,79
-4.632,110.04,36.17,1186,5130,79
-4.168,95.185,36.04,1067,1327,78
-20.639,119.531,35.72,5284,7560,78
-13.343,118.832,35.71,3416,7381,78
-20.515,93.476,35.65,5252,890,77
-14.199,95.797,35.58,3635,1484,77
-6.112,105.039,35.45,1565,3850,77
-21.628,97.915,35.08,5537,2026,76
-18.477,98.737,34.84,4730,2237,76
-18.782,97.87,34.7,4808,2015,75
-4.722,104.117,34.43,1209,3614,75
-0.713,113.995,34.16,183,6143,74
-2.116,99.617,34.11,542,2462,74
-5.377,114.226,33.99,1377,6202,74
-5.524,94.576,33.81,1414,1171,74
-4.602,90.522,33.49,1178,134,73
-11.098,95.712,33.44,2841,1462,73
-16.507,99.246,33.21,4226,2367,72
-4.078,114.548,33.08,1044,6284,72
-1.019,112.834,33.02,261,5846,72
-0.428,93.407,32.95,110,872,72
-14.072,117.1,32.89,3602,6938,72
-24.096,90.673,32.87,6169,172,71
-24.701,94.499,32.46,6323,1152,71
-11.918,109.373,32.24,3051,4959,70
-29.257,104.218,31.97,7490,3640,70
-1.67,114.715,31.66,428,6327,69
-7.321,94.654,31.51,1874,1191,69
-0.766,111.958,31.11,196,5621,68
-8.457,114.393,31.06,2165,6245,68
-2.127,103.386,31.02,545,3427,67
-18.543,94.041,30.95,4747,1034,67
-20.94,116.683,30.78,5361,6831,67
-8.28,100.596,30.77,2120,2713,67
-2.934,115.044,30.75,751,6411,67
-25.769,115.657,30.68,6597,6568,67
-29.145,97.99,30.64,7461,2045,67
-14.177,99.682,30.62,3629,2479,67
-10.859,109.535,30.46,2780,5001,66
-22.395,91.25,30.42,5733,320,66
-0.14,104.226,30.21,36,3642,66
-6.762,91.351,30.12,1731,346,66
-13.405,99.565,30.07,3432,2449,65
-24.887,92.66,29.84,6371,681,65
-10.987,107.35,29.76,2813,4442,65
-6.742,101.551,29.72,1726,2957,65
-11.731,119.012,29.64,3003,7427,65
-29.968,117.67,29.56,7672,7084,64
-26.922,94.307,29.55,6892,1103,64
-8.379,98.084,29.54,2145,2070,64
-22.086,119.71,29.51,5654,7606,64
-0.367,96.969,29.48,94,1784,64
-4.614,116.911,29.44,1181,6889,64
-20.701,96.732,29.09,5299,1723,63
-19.765,90.701,29.08,5060,179,63
-7.561,113.413,28.67,1936,5994,62
-10.022,104.249,28.58,2566,3648,62
-0.996,103.257,28.53,255,3394,62
-1.836,109.552,28.44,470,5005,62
-5.72,115.455,28.4,1464,6516,62
-9.344,104.771,28.39,2392,3781,62
-9.084,115.153,28.38,2326,6439,62
-6.858,97.177,28.37,1756,1837,62
-16.659,96.591,28.24,4265,1687,61
