LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
11.707,0.772,215.11,4683,198,465
10.79,23.447,167.57,4918,6002,362
10.221,29.91,152.35,5063,7657,329
27.777,9.495,139.06,569,2431,301
7.322,25.6,137.35,5806,6554,297
18.921,28.539,128.54,2836,7306,278
19.309,24.618,116.15,2737,6302,251
8.272,18.55,106.67,5562,4749,231
25.545,10.994,102.96,1140,2814,223
29.771,6.645,99.08,59,1701,214
14.591,1.157,97.96,3945,296,212
29.434,15.129,96.09,145,3873,208
1.568,26.721,95.85,7279,6841,207
21.947,12.437,95.22,2062,3184,206
10.539,13.732,92.3,4982,3515,200
9.235,5.901,91.07,5316,1511,197
2.45,28.242,89.43,7053,7230,194
28.109,27.906,86.21,484,7144,187
1.362,29.939,84.44,7331,7664,183
17.411,5.654,84.17,3223,1447,182
15.763,5.518,83.17,3645,1413,180
11.51,13.466,81.99,4733,3447,178
27.041,21.409,81.89,758,5481,177
6.657,11.89,80.38,5976,3044,174
11.756,27.689,79.02,4670,7088,171
16.076,12.973,78.11,3565,3321,169
27.756,1.038,77.6,574,266,168
9.015,12.107,76.45,5372,3099,166
7.86,24.721,76.28,5668,6329,165
18.221,19.486,75.89,3015,4988,164
17.81,20.592,74.86,3121,5272,162
29.706,20.491,74.62,75,5246,162
8.571,20.95,74.03,5486,5363,160
7.346,23.015,72.5,5799,5892,157
22.372,11.112,70.67,1953,2845,153
9.827,15.242,70.07,5164,3902,152
20.83,11.757,69.08,2348,3010,150
11.755,17.776,69.07,4671,4551,150
6.589,14.313,68.99,5993,3664,149
26.063,4.985,67.96,1008,1276,147
27.87,11.478,67.88,545,2938,147
17.017,6.084,66.89,3324,1558,145
3.251,16.972,66.81,6848,4345,145
16.387,2.842,66.64,3485,728,144
21.165,16.731,66.55,2262,4283,144
10.969,12.346,66.19,4872,3161,143
7.733,4.58,64.26,5700,1172,139
28.436,10.393,62.72,400,2661,136
8.757,11.159,62.34,5438,2857,135
9.961,8.245,60.43,5130,2111,131
18.463,14.42,60.28,2953,3692,131
5.241,21.642,60.21,6338,5540,131
29.862,25.584,59.96,35,6550,130
0.449,29.126,59.66,7565,7456,129
21.805,10.316,58.53,2098,2641,127
5.605,8.594,58.35,6245,2200,126
23.074,2.472,58.23,1773,633,126
3.786,1.581,57.83,6711,405,125
18.455,23.248,56.6,2956,5951,123
9.268,12.471,55.1,5307,3193,119
2.145,10.628,54.35,7131,2721,118
18.683,12.428,54.02,2897,3182,117
10.794,9.194,53.46,4917,2354,116
22.349,20.341,52.92,1959,5207,115
28.615,23.596,52.86,355,6041,115
12.327,3.729,52.58,4524,955,114
0.223,27.795,52.44,7623,7116,114
14.567,25.752,52.24,3951,6593,113
6.249,0.763,51.91,6080,195,113
21.612,18.228,51.87,2147,4666,113
18.169,15.986,51.76,3029,4092,112
27.39,2.334,51.36,668,598,111
13.167,9.238,51.31,4309,2365,111
18.988,4.909,51.02,2819,1257,111
28.451,2.986,50.61,397,764,110
16.84,4.425,50.55,3369,1133,110
6.814,17.677,50.17,5936,4525,109
8.483,28.628,49.63,5508,7329,108
27.775,5.894,49.32,570,1509,107
16.36,10.41,49.19,3492,2665,107
0.064,13.127,48.99,7664,3361,106
9.995,15.611,48.94,5121,3996,106
17.389,26.118,48.42,3228,6686,105
10.244,0.964,48.21,5058,247,105
15.39,3.795,47.63,3740,972,103
19.926,12.012,47.32,2579,3075,103
29.386,18.674,47.1,157,4781,102
