LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
21.382,60.831,400.95,2206,213,866
22.762,65.482,181.31,1853,1403,392
26.419,62.953,127.78,917,756,276
27.739,76.731,112.46,579,4283,243
21.932,84.925,105.29,2065,6381,228
0.504,67.006,100.72,7551,1794,218
25.946,66.896,100.69,1038,1765,218
7.136,60.203,100.1,5853,52,217
2.307,68.948,99.23,7089,2291,215
25.497,83.927,94.21,1153,6125,204
29.391,70.472,93.79,156,2681,203
15.936,70.77,93.26,3600,2757,202
1.708,62.931,90.97,7243,750,197
1.681,83.674,90.19,7250,6061,195
28.957,72.224,89.82,267,3129,194
0.865,82.586,87.74,7459,5782,190
28.417,74.942,83.67,405,3825,181
19.013,62.88,80.2,2813,737,174
11.999,62.445,77.29,4608,626,167
7.029,84.146,76.85,5881,6181,166
27.89,73.32,72.23,540,3410,156
20.054,79.44,71.2,2546,4977,154
26.756,74.412,68.73,830,3689,149
5.473,74.973,68.42,6279,3833,148
28.148,68.527,68.31,474,2183,148
3.252,79.311,67.24,6847,4944,146
2.64,85.792,65.61,7004,6603,142
2.146,61.509,65.56,7131,386,142
5.617,80.307,65.23,6242,5199,141
22.971,67.656,65.14,1799,1960,141
11.418,73.408,64.67,4757,3432,140
6.748,77.391,61.55,5953,4452,133
20.75,75.775,60.83,2368,4038,132
25.519,73.724,60.75,1147,3513,132
24.663,74.747,60.02,1366,3775,130
0.04,63.321,59.76,7670,850,130
29.297,68.549,58.19,180,2189,126
4.592,61.856,55.83,6504,475,121
2.453,84.768,55.33,7052,6341,120
13.367,71.734,55.05,4258,3004,119
27.023,68.618,54.43,762,2206,118
9.825,69.641,54.16,5165,2468,117
22.445,74.29,54.07,1934,3658,117
27.005,74.818,53.76,767,3793,117
26.278,72.294,53.31,953,3147,116
26.013,62.339,52.38,1021,599,114
15.406,72.379,51.14,3736,3169,111
20.177,69.421,50.15,2515,2412,109
12.451,61.438,49.62,4493,368,108
18.047,79.696,49.51,3060,5042,107
28.505,83.403,48.76,383,5991,106
23.94,80.177,47.99,1551,5165,104
21.092,69.107,47.68,2280,2331,103
18.408,77.702,47.52,2968,4532,103
15.193,68.841,47.14,3791,2263,102
1.138,75.778,46.22,7389,4039,100
20.855,67.473,45.92,2341,1913,100
5.266,81.248,45.12,6332,5439,98
26.631,71.883,45.11,862,3042,98
21.739,68.878,44.99,2115,2273,98
18.643,82.242,44.06,2907,5694,96
19.545,70.438,42.99,2676,2672,93
26.483,72.964,42.96,900,3319,93
3.947,70.887,42.94,6670,2787,93
0.029,89.643,42.68,7673,7589,93
16.286,65.917,42.42,3511,1515,92
27.708,67.212,42.29,587,1846,92
28.951,62.013,42.23,269,515,92
17.035,71.831,41.4,3319,3029,90
12.98,74.262,41.05,4357,3651,89
23.009,61.295,40.78,1790,332,89
5.89,61.101,40.67,6172,282,88
28.173,71.269,40.6,468,2885,88
11.582,60.394,40.3,4715,101,88
13.565,62.599,39.38,4207,665,86
28.033,61.954,39.32,504,500,85
2.162,79.523,38.81,7127,4998,84
20.087,76.06,37.54,2538,4111,82
3.15,89.841,37.38,6874,7639,81
1.636,73.841,37.33,7261,3543,81
27.197,69.065,37.08,718,2321,81
21.755,80.292,36.92,2111,5195,80
0.203,77.227,36.86,7628,4410,80
18.951,70.573,36.56,2829,2707,79
29.457,63.297,36.5,139,844,79
0.445,83.693,36.46,7566,6065,79
27.079,69.367,36.27,748,2398,79
26.858,75.028,35.78,804,3847,78
2.849,81.2,35.14,6951,5427,76
28.496,69.21,34.81,385,2358,76
26.67,76.038,34.74,852,4106,76
6.478,61.172,34.71,6022,300,75
20.447,68.777,34.64,2446,2247,75
23.36,69.597,34.62,1700,2457,75
12.705,60.831,34.55,4428,213,75
20.887,80.393,34.37,2333,5221,75
26.084,78.69,34.17,1002,4785,74
20.178,72.404,34.06,2514,3175,74
2.835,83.589,33.67,6954,6039,73
18.236,75.781,33.6,3012,4040,73
27.318,71.473,33.6,687,2937,73
27.317,67.891,33.36,687,2020,73
20.352,75.013,33.01,2470,3843,72
29.698,87.25,32.84,77,6976,71
21.645,71.013,32.75,2139,2819,71
27.835,63.053,32.71,554,782,71
18.491,65.072,32.48,2946,1298,71
14.165,62.456,31.89,4054,629,69
0.976,88.286,31.24,7430,7241,68
23.643,70.642,31.23,1627,2724,68
2.54,87.994,31.15,7030,7166,68
20.062,70.883,31.08,2544,2786,68
15.348,67.569,30.87,3751,1938,67
27.776,71.437,30.76,569,2928,67
19.87,73.305,30.7,2593,3406,67
22.942,74.803,30.64,1807,3790,67
28.839,65.094,30.42,297,1304,66
0.293,75.976,30.4,7605,4090,66
2.361,81.259,30.2,7076,5442,66
2.143,72.458,30.2,7131,3189,66
10.217,63.098,30.15,5064,793,66
18.653,80.386,30.03,2905,5219,65
15.091,60.754,29.66,3817,193,65
14.787,66.096,29.24,3895,1561,64
26.107,61.688,28.86,997,432,63
18.393,67.196,28.77,2971,1842,63
25.997,76.629,28.67,1025,4257,62
22.168,61.26,28.53,2005,323,62
17.12,68.13,28.47,3297,2081,62
26.674,66.093,28.02,851,1560,61
25.156,74.179,27.96,1240,3630,61
22.612,69.369,27.92,1891,2398,61
23.517,68.853,27.11,1660,2266,59
1.392,74.209,27.0,7324,3638,59
27.973,66.488,26.7,519,1661,58
27.131,60.622,26.58,734,159,58
27.355,76.904,26.46,677,4327,58
3.247,89.154,26.37,6849,7463,57
23.112,74.703,26.37,1763,3764,57
8.007,62.712,26.3,5630,694,57
22.532,79.06,26.24,1912,4879,57
19.916,65.848,25.93,2582,1497,56
12.433,89.233,25.92,4497,7484,56
0.786,64.32,25.91,7479,1106,56
15.237,85.189,25.82,3779,6448,56
26.401,68.239,25.76,921,2109,56
13.481,64.66,25.54,4229,1193,56
0.909,62.286,25.34,7447,585,55
19.532,67.372,25.04,2680,1887,55
3.111,82.05,24.91,6884,5645,54
27.107,71.345,24.64,741,2904,54
22.02,71.144,24.64,2043,2853,54
21.875,78.24,24.47,2080,4669,53
23.722,71.3,24.39,1607,2893,53
3.039,62.682,24.34,6902,687,53
24.872,71.647,24.31,1313,2982,53
23.75,71.684,24.25,1600,2991,53
2.628,89.339,24.24,7007,7511,53
0.69,83.863,24.23,7503,6109,53
5.706,82.215,24.14,6219,5687,53
10.22,62.673,23.98,5064,684,52
3.035,64.62,23.86,6903,1183,52
16.429,61.083,23.82,3474,277,52
8.922,74.331,23.77,5396,3669,52
19.785,86.247,23.57,2615,6719,51
16.965,71.366,23.55,3337,2910,51
27.476,70.858,23.53,646,2780,51
28.213,71.034,23.16,457,2825,51
14.62,61.156,22.92,3937,296,50
21.619,70.147,22.81,2146,2598,50
20.702,71.603,22.69,2380,2970,49
27.238,60.217,22.64,707,56,49
21.724,74.015,22.56,2119,3588,49
17.11,73.076,22.49,3300,3347,49
25.925,82.136,22.45,1043,5667,49
28.429,68.909,22.29,402,2281,49
27.996,63.455,21.85,513,884,48
5.897,70.53,21.53,6170,2696,47
15.367,76.624,20.88,3746,4256,46
20.507,71.778,20.63,2430,3015,45
11.72,63.888,20.55,4680,995,45
25.624,71.716,20.53,1120,2999,45
11.802,74.748,20.51,4659,3775,45
2.294,64.825,20.34,7093,1235,44
0.849,61.177,20.33,7463,301,44
1.357,87.572,20.27,7333,7058,44
29.757,60.377,20.22,62,97,44
28.716,84.766,19.82,329,6340,43
29.134,63.776,19.8,222,967,43
27.323,61.428,19.66,685,366,43
0.771,81.48,19.58,7483,5499,43
1.41,60.556,19.54,7319,142,43
25.593,70.039,19.53,1128,2570,43
2.122,85.912,19.52,7137,6633,43
2.241,78.486,19.28,7106,4732,42
22.649,76.399,19.07,1882,4198,42
27.79,60.319,19.05,566,82,42
3.127,75.226,18.88,6879,3898,41
21.294,68.187,18.85,2229,2096,41
7.573,71.301,18.83,5741,2893,41
20.271,66.79,18.79,2491,1738,41
1.977,85.013,18.74,7174,6403,41
26.387,69.903,18.61,925,2535,41
28.933,69.3,18.53,273,2381,41
17.6,73.199,18.47,3174,3379,40
22.104,66.824,18.46,2021,1747,40
21.209,72.442,18.41,2250,3185,40
3.811,66.73,18.24,6704,1723,40
1.617,61.976,18.07,7266,506,40
6.352,73.552,18.0,6054,3469,39
21.587,76.14,17.98,2154,4132,39
26.602,65.862,17.97,870,1501,39
22.621,71.319,17.92,1889,2898,39
22.354,67.631,17.83,1957,1954,39
4.651,75.451,17.82,6489,3955,39
27.496,60.574,17.71,641,147,39
4.314,82.419,17.68,6576,5739,39
26.898,78.86,17.61,794,4828,39
18.826,61.326,17.53,2861,339,38
23.285,73.921,17.49,1719,3564,38
5.641,67.223,17.48,6236,1849,38
4.93,84.25,17.38,6418,6208,38
3.623,84.569,17.38,6753,6290,38
13.967,76.143,17.35,4104,4133,38
29.773,76.832,17.32,58,4309,38
27.204,61.226,17.3,716,314,38
16.286,61.217,17.29,3511,312,38
15.593,62.304,17.24,3688,590,38
29.758,81.003,17.23,62,5377,38
24.508,70.285,17.07,1406,2633,37
21.316,67.85,17.05,2223,2010,37
26.164,61.076,16.98,982,275,37
1.984,86.187,16.92,7172,6704,37
25.124,60.147,16.88,1248,38,37
29.342,62.118,16.85,168,542,37
4.395,70.369,16.82,6555,2654,37
25.735,64.943,16.82,1092,1265,37
0.583,86.486,16.81,7531,6780,37
22.986,72.621,16.8,1796,3231,37
27.847,61.5,16.8,551,384,37
0.155,84.054,16.64,7640,6158,36
19.147,75.604,16.62,2778,3995,36
2.612,89.07,16.57,7011,7442,36
15.308,63.739,16.55,3761,957,36
10.425,72.771,16.54,5011,3269,36
27.174,71.51,16.37,723,2947,36
10.939,74.441,16.33,4880,3697,36
0.2,72.047,16.29,7629,3084,36
3.193,85.03,16.15,6863,6408,35
22.395,67.817,16.07,1947,2001,35
12.654,83.761,16.04,4441,6083,35
16.812,60.95,16.01,3376,243,35
15.816,78.474,15.98,3631,4729,35
18.462,73.342,15.93,2954,3416,35
28.341,60.603,15.9,425,154,35
2.862,68.583,15.86,6947,2197,35
27.704,73.849,15.85,588,3545,35
21.442,76.938,15.83,2191,4336,35
1.291,72.293,15.81,7350,3147,35
5.55,67.688,15.67,6259,1968,34
10.005,70.667,15.66,5119,2731,34
27.354,79.056,15.61,677,4878,34
20.418,67.573,15.6,2453,1939,34
26.179,64.479,15.57,978,1147,34
2.85,62.14,15.53,6950,548,34
9.603,75.468,15.47,5222,3960,34
26.099,64.628,15.43,999,1185,34
9.671,66.173,15.38,5204,1580,34
18.084,80.699,15.37,3050,5299,34
1.519,76.279,15.37,7291,4167,34
24.187,73.573,15.37,1488,3475,34
3.448,83.211,15.35,6797,5942,34
6.493,75.321,15.33,6018,3922,34
17.244,89.905,15.27,3266,7656,33
29.297,60.182,15.22,180,47,33
15.247,62.553,15.16,3777,654,33
19.031,79.527,15.15,2808,4999,33
26.651,69.854,15.15,857,2523,33
27.201,72.229,15.14,717,3131,33
23.2,72.705,15.13,1741,3252,33
23.59,84.415,15.13,1641,6250,33
25.157,79.716,15.12,1240,5047,33
17.625,72.6,15.07,3168,3226,33
28.867,66.127,15.02,290,1569,33
29.363,60.68,14.91,163,174,33
6.742,77.64,14.9,5954,4516,33
29.434,87.23,14.88,145,6971,33
16.537,71.533,14.83,3447,2952,33
25.386,61.725,14.69,1181,442,32
0.258,81.954,14.64,7614,5620,32
1.747,89.791,14.62,7233,7626,32
1.356,80.317,14.59,7333,5201,32
24.338,72.281,14.55,1449,3144,32
17.448,72.51,14.51,3213,3203,32
26.949,65.043,14.42,781,1291,32
0.451,81.837,14.27,7565,5590,31
29.105,60.934,14.26,229,239,31
1.193,89.739,14.25,7375,7613,31
28.8,61.325,14.15,307,339,31
19.795,76.365,14.08,2612,4189,31
1.163,63.78,14.06,7382,968,31
17.728,74.402,13.95,3142,3687,31
