LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
1.461,-76.492,99.07,7306,3458,214
21.664,-86.526,87.38,2134,889,189
9.262,-65.346,73.86,5309,6311,160
25.892,-86.888,59.69,1052,797,129
4.1,-66.881,54.65,6630,5918,119
2.962,-64.368,53.63,6922,6562,116
7.112,-66.753,51.18,5859,5951,111
4.537,-69.226,48.81,6519,5318,106
17.37,-68.757,44.04,3233,5438,96
13.921,-89.33,42.51,4116,172,92
8.646,-60.289,41.84,5467,7606,91
1.838,-63.811,41.69,7209,6704,91
10.105,-63.742,40.68,5093,6722,88
6.169,-65.612,40.18,6101,6243,87
25.095,-88.022,39.52,1256,506,86
9.766,-60.371,39.4,5180,7585,86
29.619,-84.278,38.08,98,1465,83
28.735,-83.506,37.8,324,1662,82
13.176,-74.559,36.78,4307,3953,80
0.069,-81.313,32.73,7662,2224,71
6.408,-66.208,32.21,6040,6091,70
2.371,-73.929,32.02,7073,4114,70
10.317,-62.806,31.35,5039,6962,68
4.976,-73.821,30.7,6406,4142,67
11.859,-61.524,30.25,4644,7290,66
3.912,-63.6,30.22,6679,6758,66
0.448,-63.075,30.21,7565,6893,66
5.87,-63.559,29.19,6177,6769,64
4.296,-65.928,28.54,6580,6162,62
3.186,-62.456,27.8,6864,7051,61
1.089,-66.551,27.24,7401,6003,59
25.184,-72.247,26.72,1233,4545,58
21.361,-60.619,26.42,2212,7522,58
18.172,-78.588,25.24,3028,2921,55
3.81,-61.821,25.12,6705,7214,55
12.177,-62.029,24.8,4563,7161,54
29.874,-67.098,24.75,32,5863,54
26.033,-85.351,24.48,1016,1190,53
9.113,-70.859,23.45,5347,4900,51
27.58,-71.989,23.38,620,4611,51
5.309,-73.815,23.15,6321,4143,50
11.311,-68.129,22.9,4784,5599,50
4.007,-63.182,22.71,6654,6865,50
3.657,-85.153,22.69,6744,1241,49
26.427,-68.399,22.05,915,5530,48
0.51,-71.654,21.68,7549,4697,47
6.492,-61.063,21.68,6018,7408,47
0.614,-61.713,21.5,7523,7241,47
1.588,-72.352,21.03,7273,4518,46
0.999,-61.109,20.53,7424,7396,45
7.15,-72.114,19.93,5850,4579,44
2.319,-88.851,19.75,7086,294,43
10.443,-72.257,19.69,5007,4542,43
7.969,-72.24,19.39,5640,4547,42
8.795,-72.195,19.26,5428,4558,42
28.402,-65.983,18.92,409,6148,41
29.094,-82.39,18.67,232,1948,41
10.513,-69.383,18.6,4989,5278,41
28.746,-81.968,18.49,321,2056,40
28.813,-80.711,18.26,304,2378,40
22.09,-85.656,17.86,2025,1112,39
14.39,-61.683,17.83,3996,7249,39
6.036,-66.471,17.62,6135,6023,39
26.085,-79.999,17.49,1002,2560,38
15.208,-75.259,17.23,3787,3774,38
6.803,-63.492,17.19,5938,6786,38
0.591,-72.297,17.14,7529,4532,38
29.715,-67.002,16.72,73,5887,37
1.397,-66.653,16.71,7322,5977,37
0.796,-77.51,16.35,7476,3197,36
0.622,-73.016,16.13,7521,4348,35
28.087,-63.299,16.1,490,6835,35
0.013,-63.746,16.05,7677,6721,35
21.986,-85.9,15.86,2052,1050,35
2.685,-78.317,15.81,6993,2991,35
14.507,-75.441,15.55,3966,3727,34
9.434,-71.178,15.51,5265,4818,34
13.739,-61.313,15.4,4163,7344,34
17.118,-62.978,15.31,3298,6918,34
8.335,-62.84,15.11,5546,6953,33
26.818,-64.588,15.09,815,6505,33
24.595,-86.849,15.06,1384,807,33
18.899,-74.175,15.01,2842,4051,33
25.39,-75.452,14.85,1180,3724,33
1.755,-74.395,14.79,7231,3995,32
2.902,-75.755,14.72,6937,3647,32
11.682,-87.02,14.69,4689,763,32
11.041,-71.574,14.66,4854,4717,32
16.402,-65.36,14.55,3481,6308,32
26.421,-89.586,14.41,916,106,32
20.525,-61.445,13.86,2426,7310,30
16.444,-79.173,13.7,3470,2772,30
29.95,-85.699,13.69,13,1101,30
1.883,-85.162,13.62,7198,1239,30
7.781,-81.169,13.53,5688,2261,30
13.659,-84.568,13.39,4183,1391,29
26.676,-82.064,13.38,851,2032,29
17.947,-87.746,13.26,3086,577,29
14.828,-83.892,13.22,3884,1564,29
9.197,-80.391,13.13,5326,2460,29
22.764,-70.084,13.09,1852,5098,29
0.866,-73.058,12.98,7458,4337,29
22.151,-64.634,12.95,2009,6494,28
4.049,-72.389,12.75,6643,4508,28
23.917,-72.839,12.69,1557,4393,28
29.333,-80.372,12.63,171,2465,28
6.839,-62.505,12.61,5929,7039,28
6.939,-72.824,12.56,5904,4397,28
23.663,-83.952,12.55,1622,1548,28
0.437,-89.237,12.51,7568,195,28
9.834,-71.036,12.44,5162,4855,27
4.676,-71.47,12.44,6483,4744,27
3.267,-73.622,12.17,6844,4193,27
7.355,-62.032,12.14,5797,7160,27
18.435,-66.156,12.08,2961,6104,27
15.131,-67.53,11.84,3806,5752,26
22.446,-71.336,11.7,1934,4778,26
26.002,-64.19,11.53,1023,6607,25
24.352,-80.074,11.49,1446,2541,25
4.38,-84.666,11.48,6559,1366,25
25.291,-74.521,11.44,1206,3963,25
25.023,-67.899,11.4,1274,5658,25
8.403,-73.527,11.34,5529,4217,25
24.008,-77.02,11.3,1534,3323,25
8.859,-61.056,11.18,5412,7410,25
23.607,-77.315,11.15,1637,3247,25
27.388,-80.038,11.13,669,2550,25
29.92,-81.69,10.99,20,2127,24
16.256,-78.207,10.92,3518,3019,24
16.184,-67.786,10.87,3537,5687,24
1.447,-62.433,10.77,7310,7057,24
18.064,-67.594,10.67,3056,5736,24
11.29,-81.872,10.66,4790,2081,24
21.062,-84.342,10.61,2288,1448,23
18.576,-66.957,10.61,2925,5899,23
14.811,-60.195,10.53,3888,7630,23
27.375,-79.791,10.52,672,2614,23
17.983,-70.752,10.43,3076,4927,23
17.874,-69.616,10.32,3104,5218,23
20.49,-64.721,10.23,2435,6471,23
17.768,-68.514,10.2,3131,5500,23
24.73,-72.232,10.17,1349,4549,22
5.319,-68.506,10.17,6318,5502,22
29.61,-73.422,10.16,100,4244,22
7.303,-75.073,10.1,5810,3821,22
9.055,-66.865,9.99,5362,5923,22
13.909,-78.988,9.96,4119,2819,22
27.11,-82.975,9.91,740,1798,22
21.275,-78.959,9.87,2234,2826,22
6.996,-82.221,9.86,5889,1991,22
18.807,-60.97,9.8,2865,7432,22
17.255,-80.416,9.8,3263,2454,22
0.345,-60.916,9.73,7592,7446,22
9.562,-73.075,9.7,5232,4333,21
16.721,-77.305,9.68,3399,3250,21
3.482,-67.783,9.65,6789,5688,21
13.201,-70.443,9.64,4301,5007,21
22.489,-73.058,9.63,1923,4337,21
6.108,-81.617,9.55,6116,2146,21
5.682,-89.893,9.5,6225,27,21
20.593,-62.538,9.42,2408,7030,21
12.63,-60.681,9.4,4447,7506,21
18.916,-81.237,9.29,2838,2243,21
20.283,-88.456,9.17,2488,395,20
13.515,-72.636,9.16,4220,4445,20
15.135,-66.181,9.11,3805,6098,20
13.824,-62.825,9.11,4141,6957,20
2.415,-75.123,8.95,7062,3809,20
25.492,-79.696,8.91,1154,2638,20
13.459,-74.684,8.87,4234,3921,20
5.921,-65.683,8.87,6164,6225,20
27.524,-63.415,8.84,634,6806,20
15.677,-84.321,8.81,3667,1454,20
28.912,-75.923,8.81,279,3604,20
11.414,-76.857,8.76,4758,3365,19
26.966,-76.689,8.75,777,3408,19
0.039,-79.041,8.75,7670,2806,19
28.361,-67.393,8.71,420,5787,19
7.637,-72.893,8.7,5725,4379,19
17.218,-88.599,8.64,3272,359,19
29.999,-79.92,8.6,0,2580,19
28.152,-79.523,8.59,473,2682,19
3.987,-72.338,8.54,6659,4521,19
19.913,-71.117,8.49,2582,4834,19
0.82,-69.199,8.46,7470,5325,19
26.594,-63.344,8.45,872,6824,19
28.557,-77.32,8.43,369,3246,19
16.838,-75.015,8.37,3369,3836,19
18.107,-63.825,8.37,3045,6701,19
9.989,-71.512,8.37,5123,4733,19
13.205,-71.75,8.35,4300,4672,19
10.898,-69.148,8.31,4890,5338,18
26.03,-77.344,8.28,1016,3240,18
5.603,-64.557,8.27,6246,6513,18
28.251,-80.168,8.2,448,2517,18
9.556,-72.347,8.19,5234,4519,18
24.113,-61.57,8.19,1507,7278,18
0.135,-69.774,8.19,7645,5178,18
2.906,-60.599,8.15,6936,7527,18
19.925,-77.853,8.13,2579,3110,18
14.651,-64.063,8.12,3929,6640,18
24.065,-64.128,8.07,1519,6623,18
8.159,-70.904,8.03,5591,4889,18
11.704,-86.09,8.01,4684,1001,18
14.873,-63.224,7.98,3873,6855,18
9.016,-70.619,7.98,5372,4962,18
11.137,-68.307,7.95,4829,5553,18
11.647,-72.401,7.94,4698,4505,18
5.914,-85.598,7.93,6166,1127,18
20.828,-89.807,7.93,2348,49,18
18.199,-70.375,7.92,3021,5024,18
17.052,-76.378,7.88,3315,3487,18
22.876,-73.658,7.85,1824,4184,17
9.088,-73.005,7.84,5353,4351,17
29.942,-68.606,7.78,15,5477,17
15.991,-69.985,7.77,3586,5124,17
8.562,-61.927,7.76,5488,7187,17
9.352,-60.542,7.69,5286,7541,17
11.363,-71.563,7.67,4771,4720,17
29.525,-81.838,7.65,122,2089,17
24.095,-80.695,7.65,1512,2382,17
23.8,-80.338,7.64,1587,2473,17
