LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
28.086,-149.141,37.22,490,220,81
24.416,-142.162,27.09,1430,2007,59
20.282,-142.175,27.02,2488,2003,59
1.071,-141.052,26.27,7406,2291,57
8.102,-141.708,25.44,5606,2123,55
2.289,-149.886,21.09,7094,29,46
11.538,-140.634,15.42,4726,2398,34
29.528,-139.601,14.25,121,2662,31
9.297,-140.317,13.95,5300,2479,31
6.781,-142.454,13.76,5944,1932,30
8.535,-143.42,13.35,5495,1684,29
10.652,-135.227,12.26,4953,3782,27
2.923,-141.427,11.81,6932,2195,26
9.815,-136.8,11.44,5167,3379,25
23.697,-148.687,10.36,1614,336,23
0.637,-136.016,10.13,7517,3580,22
7.616,-149.826,9.35,5730,45,21
7.668,-145.329,9.31,5717,1196,21
2.682,-146.995,9.07,6993,769,20
4.183,-140.042,8.99,6609,2549,20
8.366,-146.969,8.87,5538,776,20
14.175,-146.991,8.71,4051,770,19
22.385,-140.498,8.05,1949,2433,18
1.115,-145.787,7.78,7395,1079,17
20.156,-145.044,7.47,2520,1269,17
4.991,-146.559,7.28,6402,881,16
1.894,-144.936,7.01,7195,1296,16
0.249,-139.031,6.82,7616,2808,15
13.288,-142.864,6.82,4278,1827,15
8.395,-143.75,6.64,5531,1600,15
7.634,-142.63,6.62,5726,1887,15
1.301,-148.488,6.28,7347,387,14
24.578,-146.092,6.26,1388,1000,14
0.959,-149.84,6.23,7434,41,14
1.374,-135.898,5.94,7328,3610,13
8.28,-143.612,5.93,5560,1635,13
14.252,-142.624,5.83,4031,1888,13
2.307,-136.659,5.65,7089,3415,13
23.108,-146.665,5.48,1764,854,12
0.427,-137.957,5.45,7571,3083,12
0.339,-146.15,5.35,7593,986,12
27.038,-137.224,5.28,758,3271,12
29.399,-138.743,5.13,154,2882,12
15.626,-141.148,5.01,3680,2266,11
8.03,-148.168,4.82,5624,469,11
3.572,-146.516,4.73,6766,892,11
1.701,-139.843,4.69,7245,2600,11
2.193,-140.397,4.57,7119,2458,10
6.86,-143.532,4.57,5924,1656,10
3.383,-146.41,4.53,6814,919,10
0.185,-141.483,4.53,7633,2180,10
28.823,-146.205,4.52,301,972,10
17.381,-145.312,4.46,3230,1200,10
1.127,-149.153,4.44,7391,217,10
26.916,-140.44,4.41,790,2447,10
13.385,-142.848,4.37,4253,1831,10
4.171,-148.093,4.23,6612,488,10
25.684,-138.523,4.08,1105,2938,9
17.765,-143.843,4.06,3132,1576,9
11.128,-136.864,3.99,4831,3363,9
26.228,-139.099,3.93,966,2791,9
5.407,-146.173,3.81,6296,980,9
0.653,-138.246,3.81,7513,3009,9
26.194,-139.091,3.74,974,2793,9
9.619,-146.643,3.72,5218,859,9
17.945,-143.24,3.7,3086,1731,8
13.454,-142.792,3.7,4236,1845,8
