LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
30.0,102.626,1.04,0,3232,3
5.454,93.581,96.12,6284,917,208
29.903,105.035,90.04,25,3849,195
3.384,92.113,83.12,6814,541,180
12.857,114.862,82.64,4389,6365,179
0.188,115.434,77.9,7632,6511,169
3.389,103.493,73.29,6812,3454,159
7.053,106.846,72.41,5874,4313,157
9.173,112.131,70.97,5332,5666,154
5.784,107.432,69.18,6199,4463,150
3.909,104.315,67.0,6679,3665,145
1.443,118.245,64.76,7311,7231,140
0.177,93.32,58.86,7635,850,128
8.629,102.609,57.56,5471,3228,125
8.217,119.02,57.4,5576,7429,124
14.203,103.101,57.37,4044,3354,124
2.732,98.507,55.56,6981,2178,120
8.436,107.79,55.45,5520,4554,120
12.104,105.11,55.09,4581,3868,119
2.392,115.763,54.87,7068,6595,119
6.189,116.968,53.95,6096,6904,117
5.314,99.51,48.81,6320,2435,106
3.047,90.795,48.63,6900,204,106
5.664,100.231,47.8,6230,2619,104
10.191,94.316,47.78,5071,1105,104
0.845,98.234,46.71,7464,2108,101
10.187,109.236,46.08,5072,4924,100
7.049,119.474,45.05,5875,7545,98
2.664,110.387,44.74,6998,5219,97
9.724,110.567,44.71,5191,5265,97
4.569,110.304,44.61,6510,5198,97
5.001,109.384,44.22,6400,4962,96
12.854,99.597,44.12,4389,2457,96
10.499,103.118,43.91,4992,3358,95
10.543,106.136,43.2,4981,4131,94
6.561,109.958,43.2,6000,5109,94
8.511,113.315,42.75,5501,5969,93
2.618,104.637,42.31,7010,3747,92
1.547,102.529,41.95,7284,3207,91
3.842,106.759,41.52,6696,4290,90
14.728,102.121,41.3,3910,3103,90
3.055,113.726,41.09,6898,6074,89
10.044,116.779,39.61,5109,6855,86
4.61,100.256,39.55,6500,2626,86
2.83,103.973,39.48,6956,3577,86
26.611,91.969,38.9,868,504,84
0.608,100.76,38.44,7524,2755,84
4.633,115.338,38.0,6494,6487,83
16.118,100.983,37.77,3554,2812,82
21.971,93.166,37.73,2055,810,82
5.88,95.467,36.93,6175,1400,80
6.441,90.382,36.68,6031,98,80
11.639,110.246,35.87,4700,5183,78
6.089,94.033,35.74,6121,1032,78
11.625,111.044,34.86,4704,5387,76
3.014,114.136,33.95,6908,6179,74
10.226,116.484,33.93,5062,6780,74
8.565,119.628,33.73,5487,7585,73
9.714,110.861,33.37,5193,5340,73
