LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
0.0,120.418,2.5,0,107,6
-14.48,129.893,297.92,3707,2533,644
-6.574,133.31,123.31,1683,3407,267
-25.749,127.913,120.52,6592,2026,261
-13.51,134.174,108.52,3459,3629,235
-4.366,130.479,99.02,1118,2683,214
-8.326,128.728,91.82,2131,2234,199
-11.414,131.476,90.45,2922,2938,196
-21.653,125.551,89.85,5543,1421,195
-25.506,121.198,87.75,6530,307,190
-20.329,134.073,86.2,5204,3603,187
-5.856,122.153,81.0,1499,551,175
-11.408,120.454,78.77,2920,116,171
-19.148,127.782,78.46,4902,1992,170
-24.33,133.1,76.61,6228,3354,166
-3.664,129.069,75.5,938,2322,164
-19.216,130.304,72.86,4919,2638,158
-19.521,123.328,72.41,4997,852,157
-21.498,134.112,71.61,5503,3613,155
-12.057,123.662,71.34,3087,937,155
-0.243,121.311,68.91,62,336,149
-27.606,129.818,68.29,7067,2513,148
-7.864,132.282,67.16,2013,3144,146
-9.582,129.2,66.72,2453,2355,145
-13.433,124.876,66.58,3439,1248,144
-3.437,120.711,66.3,880,182,144
-11.349,128.914,63.84,2905,2282,138
-15.685,133.786,63.39,4015,3529,137
-16.37,128.39,63.28,4191,2148,137
-6.812,130.58,63.1,1744,2708,137
-8.193,123.746,62.82,2097,959,136
-1.402,126.537,62.28,359,1673,135
-6.95,124.164,61.4,1779,1066,133
-22.677,128.962,60.48,5805,2294,131
-6.466,130.307,60.35,1655,2639,131
-19.908,130.3,59.68,5096,2637,129
-18.777,134.833,59.45,4807,3797,129
-18.326,130.09,59.4,4691,2583,129
-21.319,131.648,58.25,5458,2982,126
-1.955,127.46,58.16,500,1910,126
-23.647,122.813,58.09,6054,720,126
-25.756,122.349,57.43,6594,601,125
-27.034,133.018,55.25,6921,3333,120
-24.512,122.02,55.22,6275,517,120
-12.259,121.414,53.51,3138,362,116
-11.955,125.184,52.92,3060,1327,115
-4.533,124.968,52.23,1160,1272,113
-23.008,122.381,51.9,5890,610,113
-21.146,133.663,49.74,5413,3498,108
-6.116,125.481,47.79,1566,1403,104
-17.941,130.182,47.52,4593,2607,103
-10.357,124.867,46.47,2651,1246,101
-9.468,134.916,46.45,2424,3818,101
-16.807,124.062,46.42,4303,1040,101
-14.652,122.763,44.54,3751,707,97
-23.809,126.793,43.73,6095,1739,95
-26.159,127.301,43.16,6697,1869,94
-15.556,120.916,43.16,3982,234,94
-29.095,133.239,43.0,7448,3389,93
-6.089,121.443,42.88,1559,369,93
-28.97,134.097,41.43,7416,3609,90
-11.487,122.866,41.13,2941,734,89
-18.852,124.297,40.48,4826,1100,88
-5.685,124.296,40.42,1455,1100,88
-9.147,123.069,40.0,2342,786,87
-27.82,133.492,39.84,7122,3454,87
-4.866,121.289,39.78,1246,330,86
-23.211,134.482,39.6,5942,3707,86
-9.7,129.433,39.38,2483,2415,86
-15.795,120.882,39.21,4044,226,85
-27.626,133.827,39.13,7072,3540,85
-19.103,120.951,39.13,4890,243,85
-25.355,121.261,38.8,6491,323,84
-8.733,123.113,38.53,2236,797,84
-22.764,132.933,37.92,5828,3311,82
-12.754,123.93,37.58,3265,1006,82
-11.211,120.596,37.4,2870,153,81
-6.734,122.555,37.35,1724,654,81
-25.439,131.666,37.29,6512,2986,81
-13.576,125.815,37.22,3475,1489,81
