LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
-26.849,-167.003,158.19,6873,3327,342
-20.207,-168.131,153.68,5173,3038,332
-25.137,-164.641,152.09,6435,3932,329
-11.9,-159.042,146.18,3046,5365,316
-13.309,-162.547,143.65,3407,4468,311
-17.27,-166.668,131.42,4421,3413,284
-23.248,-154.183,128.1,5951,6609,277
-18.391,-164.123,123.2,4708,4065,267
-19.59,-158.512,120.23,5015,5501,260
-13.88,-156.331,119.27,3553,6059,258
-7.973,-170.704,118.46,2041,2380,256
-13.553,-158.846,117.96,3470,5415,255
-29.331,-165.972,113.62,7509,3591,246
-20.589,-162.317,108.49,5271,4527,235
-11.377,-172.137,100.65,2913,2013,218
-11.697,-153.598,93.76,2994,6759,203
-18.166,-168.158,93.69,4650,3032,203
-17.452,-174.293,93.03,4468,1461,201
-10.17,-165.635,90.35,2604,3677,196
-14.877,-166.407,88.56,3809,3480,192
-21.587,-176.525,85.53,5526,890,185
-12.914,-161.239,82.98,3306,4803,180
-16.839,-170.283,81.37,4311,2488,176
-13.402,-168.838,80.58,3431,2857,175
-12.876,-172.016,79.8,3296,2044,173
-9.974,-158.146,78.35,2553,5595,170
-26.944,-164.032,76.73,6898,4088,166
-16.059,-176.583,76.06,4111,875,165
-17.057,-169.636,73.33,4367,2653,159
-8.14,-159.439,72.33,2084,5264,157
-14.156,-178.029,70.73,3624,505,153
-26.944,-179.538,69.59,6898,118,151
-16.565,-152.248,68.85,4241,7105,149
-13.818,-174.248,67.75,3537,1473,147
-20.989,-150.632,67.63,5373,7518,147
-14.182,-171.596,67.0,3631,2151,145
-28.039,-169.787,66.31,7178,2615,144
-23.233,-160.777,64.71,5948,4921,140
-18.559,-157.717,64.46,4751,5704,140
-7.493,-169.209,63.19,1918,2762,137
-26.399,-172.933,62.81,6758,1809,136
-21.577,-159.229,62.6,5524,5317,136
-7.956,-164.877,62.26,2037,3871,135
-7.452,-164.961,61.89,1908,3850,134
-22.952,-174.158,61.38,5876,1496,133
-18.863,-154.572,61.25,4829,6510,133
-22.432,-179.761,61.12,5743,61,132
-11.433,-170.665,61.08,2927,2390,132
-21.078,-176.884,59.39,5396,798,129
-22.132,-152.911,58.77,5666,6935,127
-23.385,-178.622,58.7,5987,353,127
-27.691,-156.95,58.38,7089,5901,127
-27.09,-169.267,58.0,6935,2748,126
-11.372,-176.308,57.75,2911,945,125
