LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
14.232,178.616,263.35,4037,7326,569
10.607,170.658,108.7,4965,5288,235
9.427,172.609,95.72,5267,5788,207
9.702,161.94,87.96,5196,3057,190
2.984,164.388,83.53,6916,3683,181
21.563,167.981,82.14,2160,4603,178
2.552,163.123,71.76,7027,3359,155
27.843,160.53,71.35,552,2696,155
11.204,176.295,66.37,4812,6732,144
11.666,175.317,64.17,4694,6481,139
22.157,168.454,63.94,2008,4724,139
19.821,178.711,58.61,2606,7350,127
3.534,161.94,58.55,6775,3057,127
25.847,175.595,56.45,1063,6552,122
9.849,177.688,55.62,5159,7088,121
9.557,150.153,54.84,5233,39,119
14.782,166.845,50.65,3896,4312,110
16.642,171.466,46.29,3420,5495,100
10.291,178.137,45.95,5046,7203,100
12.602,176.134,44.73,4454,6690,97
8.54,164.219,43.38,5494,3640,94
22.283,178.268,42.79,1976,7237,93
20.78,174.214,42.25,2360,6199,92
11.077,178.947,41.0,4844,7410,89
10.059,163.584,40.12,5105,3478,87
12.418,163.855,39.29,4501,3547,85
19.25,169.875,38.93,2752,5088,85
16.741,162.728,38.77,3394,3258,84
23.492,175.871,37.38,1666,6623,81
13.081,171.715,37.17,4331,5559,81
13.423,171.285,36.94,4244,5449,80
27.208,172.109,36.72,715,5660,80
11.232,159.368,35.99,4805,2398,78
14.479,173.612,35.39,3973,6045,77
7.317,161.493,35.04,5807,2942,76
13.974,176.164,33.48,4103,6698,73
18.689,173.228,33.29,2896,5946,72
0.101,159.638,32.99,7654,2467,72
26.577,177.119,32.47,876,6942,71
17.224,176.903,32.32,3271,6887,70
9.781,159.005,31.45,5176,2305,68
17.145,179.588,31.22,3291,7575,68
4.147,159.887,29.95,6618,2531,65
13.077,163.424,29.94,4332,3437,65
15.704,176.8,28.51,3660,6861,62
5.676,163.515,28.24,6227,3460,61
12.816,174.893,28.19,4399,6373,61
10.503,178.858,27.68,4991,7388,60
16.533,160.395,27.65,3448,2661,60
2.559,178.664,27.57,7025,7338,60
22.851,175.895,27.22,1830,6629,59
12.329,169.939,27.11,4524,5104,59
12.334,174.124,26.9,4522,6176,59
11.818,173.913,26.79,4655,6122,58
21.696,172.703,26.49,2126,5812,58
16.849,173.535,26.45,3367,6025,58
14.802,161.056,26.06,3891,2830,57
13.085,166.296,25.56,4330,4172,56
8.532,162.578,25.24,5496,3220,55
13.732,171.801,25.13,4165,5581,55
8.552,169.259,24.12,5491,4930,53
10.561,165.812,23.77,4976,4048,52
9.032,159.278,23.52,5368,2375,51
10.573,160.957,23.32,4973,2805,51
9.57,158.4,23.21,5230,2150,51
11.05,164.609,22.98,4851,3740,50
11.257,161.863,22.92,4798,3037,50
25.017,167.587,22.74,1276,4502,50
13.991,170.537,22.33,4098,5257,49
24.994,158.091,22.29,1282,2071,49
21.078,161.356,22.04,2284,2907,48
13.323,164.294,21.68,4269,3659,47
19.655,162.302,21.67,2648,3149,47
4.806,173.283,21.66,6450,5960,47
13.716,172.378,21.58,4169,5729,47
9.319,168.215,21.25,5294,4663,46
13.256,167.505,20.9,4286,4481,46
3.392,179.765,20.83,6812,7620,45
6.398,160.425,20.81,6042,2669,45
14.58,155.607,20.76,3948,1435,45
9.14,159.236,20.69,5340,2364,45
23.68,171.195,20.58,1618,5426,45
10.014,178.506,20.42,5116,7298,45
11.079,176.794,20.33,4844,6859,44
14.616,168.009,20.21,3938,4610,44
16.619,169.551,20.15,3426,5005,44
24.155,171.509,19.82,1496,5506,43
4.624,160.647,19.79,6496,2726,43
13.633,176.783,19.79,4190,6856,43
9.949,169.825,19.74,5133,5075,43
15.478,170.491,19.72,3718,5246,43
17.271,164.967,19.68,3259,3832,43
8.561,156.884,19.49,5488,1762,43
16.099,176.388,19.34,3559,6755,42
10.563,162.786,19.03,4976,3273,42
14.055,179.908,19.03,4082,7656,42
24.282,162.183,19.03,1464,3119,42
20.048,167.624,18.85,2548,4512,41
24.979,171.213,18.81,1285,5431,41
25.127,178.255,18.64,1247,7233,41
9.307,159.283,18.62,5297,2376,41
23.194,173.453,18.58,1742,6004,41
8.041,167.891,18.23,5622,4580,40
25.279,160.662,18.19,1209,2729,40
22.789,177.253,18.15,1846,6977,40
27.693,176.935,17.7,591,6895,39
9.39,160.866,17.39,5276,2782,38
19.893,163.587,17.22,2587,3478,38
10.109,158.847,16.93,5092,2265,37
13.291,165.297,16.88,4278,3916,37
16.238,155.106,16.61,3523,1307,36
14.883,169.834,16.46,3870,5078,36
14.772,172.221,16.39,3898,5689,36
23.064,177.09,16.24,1776,6935,36
18.065,160.854,15.89,3055,2779,35
22.113,177.591,15.89,2019,7063,35
10.269,177.132,15.68,5051,6946,34
14.084,179.556,15.63,4074,7566,34
18.289,172.089,15.57,2998,5655,34
17.096,163.54,15.41,3303,3466,34
21.472,172.648,15.01,2183,5798,33
24.592,173.299,14.93,1384,5965,33
24.954,170.661,14.8,1292,5289,32
13.165,168.184,14.75,4310,4655,32
19.055,173.223,14.68,2802,5945,32
21.937,167.788,14.67,2064,4554,32
19.348,166.768,14.67,2727,4293,32
25.496,179.407,14.6,1153,7528,32
0.846,160.592,14.58,7463,2712,32
29.635,154.231,14.51,93,1083,32
26.625,179.266,14.44,864,7492,32
29.238,171.625,14.4,195,5536,32
28.433,175.429,14.28,401,6510,31
28.766,161.217,14.22,316,2872,31
