LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
-29.552,-141.426,285.14,7565,2195,616
-21.124,-143.002,196.68,5408,1791,425
-23.23,-140.296,167.19,5947,2484,362
-27.177,-143.123,115.87,6957,1761,251
-23.707,-146.098,107.65,6069,999,233
-15.999,-141.263,94.67,4096,2237,205
-18.787,-148.151,90.42,4809,473,196
-13.135,-145.784,89.51,3363,1079,194
-24.018,-143.629,87.28,6149,1631,189
-21.999,-145.321,82.4,5632,1198,178
-11.483,-144.705,73.18,2940,1356,159
-28.345,-136.687,71.48,7256,3408,155
-18.665,-144.05,65.47,4778,1523,142
-14.785,-142.816,63.17,3785,1839,137
-21.671,-142.232,62.52,5548,1989,136
-23.495,-148.774,53.54,6015,314,116
-24.693,-139.446,53.3,6321,2702,116
-17.617,-149.309,52.71,4510,177,114
-10.562,-147.082,51.79,2704,747,112
-25.661,-135.082,49.91,6569,3819,108
-5.884,-149.502,49.8,1506,127,108
-25.9,-142.142,48.44,6630,2012,105
-24.212,-147.703,48.3,6198,588,105
-22.271,-138.702,48.11,5701,2892,104
-29.455,-138.743,47.13,7540,2882,102
-14.669,-140.678,46.89,3755,2386,102
-23.948,-138.329,46.58,6131,2988,101
-23.154,-143.367,46.42,5927,1698,101
-22.906,-142.651,46.14,5864,1881,100
-22.957,-148.099,45.65,5877,487,99
-11.932,-146.222,44.05,3055,967,96
-9.05,-146.532,43.63,2317,888,95
-16.666,-147.551,42.96,4266,627,93
-26.814,-144.103,42.79,6864,1510,93
-19.032,-147.295,41.87,4872,692,91
-22.847,-144.135,41.83,5849,1501,91
-20.163,-146.355,41.54,5162,933,90
-29.669,-144.857,40.3,7595,1317,88
-16.584,-135.829,39.76,4246,3628,86
-4.904,-149.503,39.66,1255,127,86
-5.238,-138.81,37.53,1341,2865,82
-17.421,-143.05,36.54,4460,1779,79
-18.561,-146.781,36.21,4752,824,79
-11.965,-149.402,35.66,3063,153,78
-24.294,-140.906,33.6,6219,2328,73
-7.753,-146.631,33.23,1985,862,72
-19.62,-144.278,32.29,5023,1465,70
-22.936,-147.114,32.13,5872,739,70
-25.729,-142.731,31.54,6587,1861,69
-22.614,-146.154,31.31,5789,985,68
-21.724,-141.18,31.1,5561,2258,68
-24.988,-145.984,30.46,6397,1028,66
-28.686,-139.263,30.03,7344,2749,65
-25.106,-147.497,29.88,6427,641,65
-12.827,-148.854,29.5,3284,293,64
-24.442,-139.951,29.44,6257,2573,64
-26.66,-146.759,29.31,6825,830,64
-4.267,-137.713,29.23,1092,3145,64
-21.651,-137.678,29.15,5543,3154,63
-6.19,-144.529,28.93,1585,1401,63
-8.659,-148.195,28.72,2217,462,63
-28.792,-137.53,28.72,7371,3192,63
-23.838,-139.541,28.72,6103,2678,63
-23.233,-138.018,28.53,5948,3067,62
-7.167,-142.23,28.41,1835,1989,62
-27.362,-145.049,28.36,7005,1267,62
-27.321,-145.905,28.01,6994,1048,61
-17.302,-147.584,27.96,4429,618,61
-6.948,-147.751,27.95,1779,576,61
-23.546,-137.747,27.9,6028,3137,61
-11.752,-147.014,27.27,3009,764,59
-21.488,-136.852,27.15,5501,3366,59
-14.797,-146.992,26.77,3788,770,58
-16.089,-147.188,26.49,4119,720,58
-22.029,-140.41,26.37,5639,2455,57
-24.04,-147.297,26.06,6154,692,57
-26.613,-145.366,25.92,6813,1186,56
-8.071,-147.388,25.62,2066,669,56
-6.383,-144.351,25.03,1634,1446,55
-24.244,-142.312,24.82,6206,1968,54
-25.793,-139.674,24.71,6603,2643,54
-18.706,-149.39,24.43,4789,156,53
-16.042,-148.266,24.36,4107,444,53
-23.189,-137.024,23.86,5936,3322,52
-19.05,-146.933,23.81,4877,785,52
-9.467,-148.003,23.72,2424,511,52
-17.08,-141.685,23.72,4372,2129,52
-9.81,-145.468,23.7,2511,1160,52
-28.834,-148.818,23.6,7382,303,51
-9.355,-137.575,23.21,2395,3181,51
-27.757,-142.741,22.83,7106,1858,50
-21.48,-147.966,22.79,5499,521,50
-24.291,-149.437,22.66,6218,144,49
-23.395,-141.153,22.37,5989,2265,49
-25.294,-144.493,22.35,6475,1410,49
-24.322,-145.657,22.31,6226,1112,49
-25.806,-141.637,21.91,6606,2141,48
-23.038,-137.607,21.56,5898,3173,47
-29.304,-139.418,21.51,7502,2709,47
-20.839,-145.0,21.47,5335,1280,47
-24.381,-148.43,21.37,6242,402,47
-9.498,-141.763,21.3,2431,2109,46
-26.188,-144.638,20.95,6704,1373,46
-8.518,-148.887,20.52,2181,285,45
-23.98,-149.706,20.48,6139,75,45
-24.87,-146.779,20.36,6367,825,44
-8.005,-149.099,20.02,2049,231,44
-11.364,-145.753,19.96,2909,1087,44
-4.608,-142.846,19.94,1180,1831,44
-29.736,-148.958,19.9,7612,267,43
-29.653,-148.252,19.78,7591,447,43
-6.824,-149.701,19.68,1747,77,43
-17.055,-144.494,19.64,4366,1410,43
-10.147,-149.532,19.55,2598,120,43
-28.725,-137.924,19.48,7354,3091,43
-10.767,-148.53,19.45,2756,376,42
-11.317,-146.764,19.22,2897,828,42
-22.846,-138.043,19.18,5849,3061,42
-12.33,-149.108,19.16,3156,228,42
-22.279,-149.245,19.02,5703,193,42
-14.758,-149.653,18.95,3778,89,41
-21.029,-138.828,18.29,5383,2860,40
-6.359,-141.658,18.14,1628,2136,40
-12.157,-145.625,18.13,3112,1120,40
-24.474,-146.587,18.1,6265,874,40
-8.553,-139.554,17.96,2190,2674,39
-26.569,-139.043,17.96,6802,2805,39
-19.879,-147.809,17.92,5089,561,39
-18.365,-147.903,17.39,4701,537,38
-8.174,-148.47,17.33,2093,392,38
-9.401,-146.272,17.27,2407,954,38
-6.58,-141.982,16.94,1684,2053,37
-5.218,-144.875,16.65,1336,1312,36
-2.429,-136.701,16.64,622,3405,36
-28.599,-148.371,16.48,7321,417,36
-25.138,-136.643,16.41,6435,3419,36
-24.303,-144.613,16.25,6222,1379,36
-25.546,-139.517,16.19,6540,2684,35
-26.597,-146.986,16.03,6809,772,35
-26.343,-143.13,16.01,6744,1759,35
-24.985,-144.369,15.91,6396,1442,35
-7.723,-138.964,15.9,1977,2825,35
-12.68,-147.524,15.88,3246,634,35
-19.638,-142.954,15.85,5027,1804,35
-22.168,-147.692,15.83,5675,591,35
-12.397,-146.484,15.75,3174,900,35
-25.919,-143.771,15.71,6635,1595,34
-26.329,-149.392,15.66,6740,156,34
-15.647,-147.065,15.62,4006,751,34
-13.579,-139.613,15.42,3476,2659,34
-18.601,-137.32,15.38,4762,3246,34
-1.33,-138.79,15.37,340,2870,34
-29.983,-145.8,15.37,7676,1075,34
-8.864,-149.952,15.33,2269,12,34
-26.514,-141.714,15.29,6788,2121,34
-26.609,-142.757,15.24,6812,1854,33
-23.422,-146.568,15.18,5996,879,33
-7.229,-136.841,15.12,1851,3369,33
-24.488,-144.522,14.85,6269,1402,33
-14.953,-148.72,14.85,3828,328,33
-9.537,-145.92,14.59,2441,1044,32
-24.711,-148.612,14.54,6326,355,32
-6.167,-149.225,14.53,1579,198,32
-8.124,-149.859,14.47,2080,36,32
-10.631,-139.597,14.42,2722,2663,32
-26.878,-148.729,14.33,6881,325,31
-4.88,-148.804,14.32,1249,306,31
-15.613,-138.685,14.18,3997,2897,31
-27.783,-148.996,14.17,7112,257,31
-25.702,-145.808,13.95,6580,1073,31
-25.605,-144.91,13.85,6555,1303,30
-5.863,-148.371,13.73,1501,417,30
-6.727,-146.29,13.72,1722,950,30
-27.892,-149.91,13.56,7140,23,30
-4.525,-149.619,13.54,1158,98,30
-8.857,-139.006,13.52,2267,2814,30
-19.434,-149.473,13.51,4975,135,30
-9.699,-147.634,13.4,2483,606,29
-25.023,-144.747,13.3,6406,1345,29
-10.75,-149.169,13.25,2752,213,29
-5.532,-143.903,13.22,1416,1561,29
-24.578,-145.388,13.21,6292,1181,29
-13.158,-148.597,13.21,3368,359,29
-27.313,-139.252,13.16,6992,2751,29
-8.986,-148.076,13.12,2300,493,29
-5.407,-148.318,13.1,1384,431,29
-29.822,-148.716,13.1,7634,329,29
-7.147,-147.678,13.07,1830,594,29
-28.451,-140.794,13.07,7283,2357,29
-6.583,-149.717,13.03,1685,72,29
-13.021,-143.834,13.01,3333,1578,29
-29.863,-145.636,12.96,7645,1117,28
-7.171,-138.132,12.95,1836,3038,28
-17.63,-143.715,12.4,4513,1609,27
-19.238,-147.643,12.36,4925,603,27
-12.324,-146.933,12.29,3155,785,27
-28.428,-140.654,12.28,7278,2393,27
-25.3,-149.248,12.25,6477,193,27
-21.911,-143.384,12.24,5609,1694,27
-22.256,-138.16,12.2,5698,3031,27
-4.773,-144.159,12.17,1222,1495,27
-26.036,-145.651,12.14,6665,1113,27
-9.893,-148.816,12.07,2533,303,27
-24.287,-149.95,12.01,6217,13,26
-26.405,-146.51,11.97,6760,893,26
-9.436,-147.698,11.75,2416,589,26
-8.159,-146.979,11.71,2089,773,26
-4.87,-143.906,11.65,1247,1560,26
-7.447,-146.905,11.63,1906,792,26
-6.22,-148.928,11.62,1592,274,26
-9.437,-147.467,11.61,2416,648,26
-21.798,-147.75,11.38,5580,576,25
-28.467,-144.313,11.24,7288,1456,25
-11.86,-145.159,11.11,3036,1239,24
-19.943,-146.671,11.11,5105,852,24
-7.343,-146.49,11.11,1880,899,24
-4.666,-145.084,11.09,1194,1258,24
-7.284,-141.965,11.04,1865,2057,24
-5.958,-143.672,10.94,1525,1620,24
-3.634,-148.935,10.87,930,273,24
-27.352,-141.02,10.8,7002,2299,24
-22.771,-147.069,10.78,5829,750,24
-28.35,-146.18,10.72,7258,978,24
-13.109,-148.11,10.7,3356,484,24
-23.112,-144.998,10.52,5917,1281,23
-24.905,-149.505,10.47,6376,127,23
-0.982,-149.042,10.32,251,245,23
-26.181,-144.117,10.3,6702,1506,23
-24.476,-149.807,10.24,6266,49,23
-29.002,-141.298,10.18,7425,2228,22
-18.395,-148.805,10.17,4709,306,22
-10.811,-138.267,10.11,2768,3004,22
-28.412,-146.115,10.07,7273,995,22
-23.542,-142.441,10.01,6027,1935,22
-10.79,-146.884,9.93,2762,798,22
-23.829,-142.535,9.91,6100,1911,22
-6.297,-148.54,9.91,1612,374,22
-8.411,-147.847,9.84,2153,551,22
-4.805,-146.911,9.76,1230,791,22
-19.392,-148.659,9.74,4964,343,22
-8.918,-142.398,9.73,2283,1946,22
-8.095,-145.042,9.62,2072,1269,21
-25.277,-144.099,9.62,6471,1511,21
-13.146,-147.956,9.62,3365,523,21
-20.053,-146.804,9.6,5134,818,21
-3.427,-139.633,9.57,877,2654,21
-26.615,-139.513,9.55,6813,2685,21
-7.919,-141.37,9.49,2027,2209,21
-7.784,-141.328,9.39,1993,2220,21
-12.486,-149.086,9.37,3196,234,21
-29.481,-146.808,9.35,7547,817,21
-10.562,-147.834,9.34,2704,554,21
-8.046,-141.295,9.34,2060,2228,21
-24.737,-144.463,9.33,6333,1417,21
-6.228,-148.781,9.32,1594,312,21
-26.615,-142.104,9.29,6813,2021,21
-23.559,-138.658,9.14,6031,2904,20
-19.013,-143.655,9.13,4867,1624,20
-24.746,-143.278,9.13,6335,1721,20
-6.734,-149.931,9.11,1724,18,20
-9.032,-147.805,9.09,2312,562,20
-22.814,-142.134,9.07,5840,2014,20
-12.47,-145.919,9.05,3192,1045,20
-26.99,-140.77,9.04,6909,2363,20
-4.379,-144.626,9.03,1121,1376,20
-24.056,-149.476,9.02,6158,134,20
-18.418,-144.699,9.02,4715,1357,20
-28.871,-146.562,8.97,7391,880,20
-19.808,-149.321,8.88,5071,174,20
-29.378,-145.137,8.88,7521,1245,20
-7.792,-140.853,8.85,1995,2342,20
-24.603,-147.727,8.85,6298,582,20
-26.171,-144.823,8.79,6700,1325,19
-9.636,-148.349,8.78,2467,423,19
-4.302,-144.066,8.77,1101,1519,19
-13.059,-149.82,8.74,3343,46,19
-26.125,-143.714,8.7,6688,1609,19
-22.197,-144.373,8.68,5682,1441,19
-7.468,-141.443,8.64,1912,2191,19
-10.996,-141.671,8.64,2815,2132,19
-8.19,-145.549,8.63,2097,1139,19
-27.659,-142.615,8.62,7081,1891,19
-24.027,-141.445,8.6,6151,2190,19
-19.27,-146.638,8.57,4933,861,19
-25.884,-145.393,8.57,6626,1179,19
-17.88,-142.8,8.57,4577,1843,19
-22.529,-142.632,8.49,5767,1886,19
-24.875,-143.384,8.48,6368,1694,19
-8.52,-146.661,8.47,2181,855,19
-22.932,-142.009,8.46,5871,2046,19
-12.602,-145.122,8.45,3226,1249,19
-5.74,-142.579,8.38,1469,1900,19
-12.156,-144.869,8.36,3112,1314,19
-26.026,-143.299,8.34,6663,1715,19
-26.831,-148.836,8.32,6869,298,18
-16.726,-142.055,8.32,4282,2034,18
-4.63,-143.658,8.31,1185,1624,18
-4.877,-135.161,8.29,1249,3799,18
-20.968,-146.61,8.28,5368,868,18
-29.343,-144.287,8.28,7512,1463,18
-5.924,-147.541,8.27,1517,630,18
-1.301,-135.345,8.27,333,3752,18
-28.105,-143.252,8.27,7195,1727,18
-28.438,-149.069,8.24,7280,238,18
-5.481,-145.756,8.24,1403,1086,18
-6.626,-147.787,8.24,1696,567,18
-26.844,-149.191,8.22,6872,207,18
-29.512,-148.963,8.21,7555,265,18
-19.477,-147.9,8.18,4986,538,18
-25.106,-140.398,8.17,6427,2458,18
-20.377,-137.487,8.17,5217,3203,18
-26.735,-139.935,8.12,6844,2577,18
-25.052,-145.663,8.12,6413,1110,18
-22.649,-143.713,8.07,5798,1609,18
-27.308,-141.312,8.07,6991,2224,18
-10.766,-149.383,8.06,2756,158,18
-23.566,-138.317,8.06,6033,2991,18
-10.732,-137.758,8.05,2747,3134,18
-29.938,-142.607,8.05,7664,1893,18
-23.39,-143.373,8.0,5988,1697,18
-22.06,-139.675,7.99,5647,2643,18
-1.301,-149.766,7.96,333,60,18
-28.641,-138.368,7.95,7332,2978,18
-28.836,-149.064,7.88,7382,240,18
-9.049,-148.441,7.87,2317,399,17
-11.919,-145.575,7.83,3051,1133,17
-17.518,-149.936,7.82,4485,16,17
-13.629,-146.935,7.78,3489,785,17
-6.025,-141.9,7.76,1542,2074,17
-22.769,-140.925,7.73,5829,2323,17
-26.964,-145.829,7.69,6903,1068,17
-11.345,-146.957,7.69,2904,779,17
-7.735,-141.808,7.66,1980,2097,17
-17.012,-148.084,7.65,4355,490,17
-27.429,-139.76,7.64,7022,2621,17
-25.834,-149.786,7.56,6614,55,17
-7.262,-148.056,7.53,1859,498,17
-5.571,-143.681,7.47,1426,1618,17
-29.656,-145.163,7.43,7592,1238,17
-8.97,-148.439,7.43,2296,400,17
-19.603,-147.992,7.42,5018,514,17
-26.811,-148.932,7.42,6864,273,17
-9.793,-138.071,7.39,2507,3054,16
-7.093,-141.995,7.37,1816,2049,16
-28.934,-148.158,7.36,7407,472,16
-13.898,-146.833,7.33,3558,811,16
-8.275,-145.775,7.31,2118,1082,16
-7.008,-146.411,7.28,1794,919,16
-13.444,-149.154,7.25,3442,217,16
-25.028,-141.012,7.19,6407,2301,16
-7.098,-148.755,7.17,1817,319,16
-28.482,-136.348,7.17,7291,3495,16
-23.202,-138.388,7.16,5940,2973,16
-14.506,-147.351,7.16,3714,678,16
-25.264,-138.851,7.16,6468,2854,16
-7.196,-138.615,7.14,1842,2915,16
-18.918,-146.16,7.14,4843,983,16
-26.416,-140.781,7.13,6762,2360,16
-6.895,-149.219,7.12,1765,200,16
-6.522,-142.21,7.1,1670,1994,16
-9.631,-140.815,7.05,2466,2351,16
-12.303,-137.222,7.03,3150,3271,16
-10.044,-142.344,7.02,2571,1960,16
-3.159,-136.276,6.99,809,3513,16
-21.997,-148.552,6.97,5631,371,16
-4.356,-143.076,6.96,1115,1773,16
-4.547,-135.098,6.93,1164,3815,15
-29.406,-147.668,6.91,7528,597,15
-26.91,-148.636,6.91,6889,349,15
-9.743,-143.286,6.86,2494,1719,15
-17.134,-149.065,6.85,4386,239,15
-14.672,-141.705,6.79,3756,2124,15
-15.404,-147.287,6.79,3943,695,15
-10.54,-148.454,6.79,2698,396,15
-7.502,-147.074,6.74,1921,749,15
-27.815,-145.731,6.7,7121,1093,15
-1.289,-138.34,6.68,330,2985,15
-15.714,-135.445,6.67,4023,3726,15
-3.188,-139.936,6.67,816,2576,15
-24.381,-141.417,6.64,6242,2197,15
-5.733,-143.803,6.63,1468,1586,15
-21.359,-140.319,6.61,5468,2478,15
-4.032,-142.521,6.58,1032,1915,15
-23.765,-142.625,6.57,6084,1888,15
-16.747,-141.339,6.54,4287,2217,15
-28.887,-144.279,6.53,7395,1465,15
-26.412,-143.153,6.52,6761,1753,15
-23.439,-138.748,6.49,6000,2881,15
-6.665,-146.124,6.48,1706,992,14
-20.244,-147.517,6.46,5182,636,14
-4.646,-145.917,6.43,1189,1045,14
-8.333,-141.377,6.42,2133,2207,14
-16.665,-141.908,6.42,4266,2072,14
-29.165,-147.437,6.38,7466,656,14
-8.677,-147.172,6.37,2221,724,14
-3.836,-142.618,6.36,982,1890,14
-16.575,-147.472,6.36,4243,647,14
-20.694,-138.542,6.35,5298,2933,14
-18.914,-145.31,6.28,4842,1201,14
-27.242,-146.698,6.27,6974,845,14
-19.76,-147.921,6.18,5059,532,14
-28.303,-145.783,6.17,7246,1080,14
