LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
-26.879,-90.0,1.62,6881,0,4
-13.972,-90.0,1.54,3577,0,4
-29.488,-63.189,97.23,7549,6864,210
-7.143,-61.052,92.75,1829,7411,201
-11.636,-89.929,87.75,2979,18,190
-20.584,-62.433,85.6,5270,7057,185
-2.83,-77.917,81.72,724,3093,177
-2.71,-67.711,80.65,694,5706,175
-29.762,-68.699,70.88,7619,5453,154
-17.308,-74.128,66.55,4431,4063,144
-0.355,-86.268,65.44,91,955,142
-10.049,-61.327,65.0,2573,7340,141
-26.622,-60.472,63.74,6815,7559,138
-4.229,-84.534,60.79,1083,1399,132
-21.374,-69.239,58.94,5472,5315,128
-15.845,-63.673,53.9,4056,6740,117
-27.532,-69.673,52.3,7048,5204,113
-17.649,-63.601,51.97,4518,6758,113
-9.213,-62.243,43.04,2359,7106,93
-3.412,-60.014,42.73,873,7676,93
-18.399,-62.316,41.11,4710,7087,89
-19.741,-87.18,37.32,5054,722,81
-20.298,-66.094,37.26,5196,6120,81
-15.524,-76.478,36.73,3974,3462,80
-20.658,-63.919,35.82,5288,6677,78
-0.393,-60.341,35.15,101,7593,76
-0.442,-60.709,35.13,113,7498,76
-6.262,-81.893,33.72,1603,2075,73
-13.82,-76.6,32.85,3538,3430,71
-23.895,-61.974,32.51,6117,7175,71
-21.43,-60.164,32.15,5486,7638,70
-4.429,-70.215,31.7,1134,5065,69
-0.003,-65.854,29.53,1,6181,64
-15.541,-76.466,29.48,3978,3465,64
-10.412,-62.9,28.95,2665,6938,63
-23.567,-65.081,28.94,6033,6379,63
-23.148,-78.629,28.85,5926,2911,63
-4.252,-65.391,28.77,1089,6300,63
-27.88,-71.792,27.74,7137,4661,60
-7.342,-66.868,27.12,1880,5922,59
-4.585,-69.66,27.03,1174,5207,59
-25.743,-66.465,26.55,6590,6025,58
-12.366,-65.242,26.23,3166,6338,57
-23.309,-71.063,25.91,5967,4848,56
-9.655,-65.909,25.73,2472,6167,56
-10.016,-62.899,25.18,2564,6938,55
-10.383,-64.006,25.13,2658,6654,55
-15.29,-78.644,25.02,3914,2907,55
-5.961,-63.748,23.82,1526,6721,52
-23.437,-71.559,23.72,6000,4721,52
-18.5,-69.26,23.08,4736,5309,50
-2.12,-79.887,21.21,543,2589,46
-24.578,-72.464,21.13,6292,4489,46
-17.51,-66.122,20.97,4483,6113,46
-15.575,-78.669,20.77,3987,2901,45
-16.091,-82.232,20.43,4119,1989,45
-0.466,-63.782,20.41,119,6712,45
-17.715,-60.492,20.36,4535,7554,44
-3.854,-64.601,20.35,987,6502,44
-4.653,-67.872,20.23,1191,5665,44
-17.89,-65.317,20.13,4580,6319,44
-17.694,-84.326,19.98,4530,1453,44
-19.54,-77.055,19.91,5002,3314,43
-13.329,-88.603,19.9,3412,358,43
-15.791,-84.766,19.85,4042,1340,43
-28.347,-88.709,19.43,7257,330,42
-5.977,-64.622,19.11,1530,6497,42
-23.0,-63.527,19.03,5888,6777,42
-0.095,-65.182,18.83,24,6353,41
-27.091,-72.943,18.59,6935,4367,41
-13.06,-75.87,18.39,3343,3617,40
-12.288,-80.766,18.22,3146,2364,40
-28.388,-67.45,17.99,7267,5773,39
-4.545,-69.756,17.93,1164,5182,39
-12.083,-80.326,17.85,3093,2477,39
-19.621,-65.693,17.69,5023,6223,39
-6.995,-63.047,17.56,1791,6900,38
-2.483,-89.663,17.47,636,86,38
-14.539,-82.808,17.4,3722,1841,38
-5.415,-83.983,17.36,1386,1540,38
-18.418,-73.057,17.33,4715,4337,38
-29.086,-78.438,17.21,7446,2960,38
-20.851,-74.675,17.16,5338,3923,38
-14.24,-70.062,17.07,3645,5104,37
-4.544,-65.833,16.98,1163,6187,37
-2.708,-81.261,16.95,693,2237,37
-15.852,-71.216,16.89,4058,4809,37
-28.957,-79.268,16.78,7413,2747,37
-29.967,-83.672,16.69,7672,1620,37
-29.012,-85.506,16.38,7427,1150,36
-16.819,-63.292,16.35,4306,6837,36
-22.326,-77.392,16.34,5715,3228,36
-17.643,-72.15,16.06,4517,4570,35
-20.831,-61.015,16.03,5333,7420,35
-6.237,-71.084,16.03,1597,4842,35
-29.603,-63.26,16.03,7578,6845,35
