LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,LAT_Y_PX,LONG_X_PX,RAD_PX
23.351,32.11,408.23,1702,540,882
13.278,35.927,343.7,4281,1517,743
12.942,41.864,284.85,4367,3037,616
2.693,37.619,153.63,6991,1950,332
2.782,44.786,122.64,6968,3785,265
6.936,42.026,102.41,5904,3079,222
7.019,38.501,101.81,5883,2176,220
16.403,33.819,101.78,3481,978,220
6.749,40.398,101.72,5952,2662,220
5.261,39.701,101.39,6333,2483,219
27.062,31.282,101.04,752,328,219
11.291,33.114,95.08,4790,797,206
0.69,41.735,89.9,7503,3004,195
6.534,34.783,89.6,6007,1224,194
27.149,35.601,86.39,730,1434,187
20.791,39.167,81.74,2358,2347,177
3.441,43.065,79.6,6799,3345,172
20.818,33.36,75.84,2351,860,164
12.57,35.592,75.58,4462,1432,164
2.169,30.783,69.81,7125,200,151
14.687,32.389,69.48,3920,612,151
19.306,35.141,69.09,2738,1316,150
0.601,32.073,67.56,7526,531,146
25.821,41.479,67.18,1070,2939,146
14.98,42.71,67.02,3845,3254,145
21.624,36.517,63.38,2144,1668,137
13.861,33.687,62.31,4132,944,135
4.765,31.559,59.64,6460,399,129
14.885,31.697,59.44,3869,434,129
27.443,34.81,58.45,655,1231,127
2.329,32.364,58.03,7084,605,126
12.816,32.834,57.76,4399,726,125
13.143,40.304,57.53,4315,2638,125
15.565,37.295,57.37,3695,1868,124
9.424,42.766,56.01,5267,3268,121
8.027,37.039,55.92,5625,1802,121
20.327,40.938,54.64,2476,2800,118
4.396,30.799,54.16,6555,205,117
20.535,43.092,53.73,2423,3352,117
21.404,37.791,53.53,2201,1994,116
5.97,30.63,51.62,6152,161,112
8.937,33.706,51.44,5392,949,112
15.207,41.507,51.16,3787,2946,111
14.603,34.779,49.89,3942,1223,108
13.368,36.31,49.14,4258,1615,107
10.701,37.106,49.05,4941,1819,106
7.339,35.702,48.56,5801,1460,105
12.435,41.211,48.28,4497,2870,105
9.674,35.477,48.27,5203,1402,105
16.097,35.034,48.25,3559,1289,105
14.231,38.588,48.14,4037,2199,104
25.934,34.975,48.08,1041,1274,104
18.885,36.113,48.05,2845,1565,104
26.235,38.918,47.68,964,2283,103
14.743,32.691,46.69,3906,689,101
9.713,36.171,46.38,5193,1580,101
2.185,44.831,45.42,7121,3797,99
11.76,39.238,45.37,4669,2365,98
2.894,43.249,45.34,6939,3392,98
15.071,38.375,45.27,3822,2144,98
11.773,34.647,44.79,4666,1190,97
18.958,32.276,44.74,2827,583,97
3.089,35.157,44.38,6889,1320,96
6.459,38.493,44.08,6026,2174,96
26.534,43.882,44.0,887,3554,96
28.656,36.803,43.96,344,1742,95
14.773,36.587,43.96,3898,1686,95
7.592,41.304,43.94,5736,2894,95
11.106,44.233,43.91,4837,3644,95
16.486,36.736,43.57,3460,1724,95
12.162,40.215,43.23,4567,2615,94
24.282,39.25,42.97,1464,2368,93
15.344,35.011,42.76,3752,1283,93
3.659,43.932,42.73,6743,3567,93
10.172,41.778,42.59,5076,3015,92
1.154,35.463,42.2,7385,1399,92
7.809,43.628,42.2,5681,3489,92
3.877,43.198,41.65,6687,3379,90
26.162,37.48,41.59,983,1915,90
24.849,41.259,40.96,1319,2882,89
23.233,35.082,40.75,1732,1301,88
13.611,33.161,39.68,4196,809,86
3.549,44.966,38.94,6771,3831,85
13.033,39.057,38.67,4344,2319,84
29.877,37.068,38.35,31,1809,83
21.59,32.403,38.23,2153,615,83
24.277,35.23,38.18,1465,1339,83
8.868,39.594,37.87,5410,2456,82
2.124,34.98,37.56,7136,1275,82
10.067,30.461,37.42,5103,118,81
